cod,depto,municipio,cep1v,abe1v,margen1v,cep2v,abe2v,margen2v,delta_margen,share_abe2v_pct,share_abe_esperado_pct,over_pp,over_votos,votant1v,votant2v,delta_votant,matched
50090,Guainía,PUERTO COLOMBIA,88,115,27,130,208,78,51,61.54,57.76,3.78,12,226,341,115,1
50092,Guainía,SAN FELIPE,64,64,0,136,126,-10,-10,48.09,54.49,-6.39,-16,154,264,110,1
52005,Meta,ACACIAS,17424,30711,13287,21726,35790,14064,777,62.23,65.14,-2.92,-1678,59158,60038,880,1
52006,Meta,BARRANCA DE UPIA,1226,1818,592,1563,2225,662,70,58.74,62.93,-4.2,-158,3711,3934,223,1
52008,Meta,CABUYARO,1065,2468,1403,1361,3078,1717,314,69.34,71.94,-2.6,-115,4255,4572,317,1
52010,Meta,CASTILLA LA NUEVA,3122,5026,1904,3835,6012,2177,273,61.05,64.33,-3.28,-322,10159,10262,103,1
52015,Meta,CUBARRAL,740,2654,1914,948,3096,2148,234,76.56,79.08,-2.53,-102,3933,4121,188,1
52020,Meta,CUMARAL,3842,7338,3496,4811,9107,4296,800,65.43,67.23,-1.8,-250,13359,14321,962,1
52025,Meta,EL CALVARIO,87,527,440,142,785,643,203,84.68,85.97,-1.29,-11,774,956,182,1
52027,Meta,EL CASTILLO,1529,1496,-33,1894,1887,-7,26,49.91,51.9,-2.0,-75,3468,3907,439,1
52028,Meta,EL DORADO,547,1652,1105,668,2074,1406,301,75.64,76.69,-1.05,-28,2601,2813,212,1
52030,Meta,FUENTE DE ORO,1842,3214,1372,2261,4061,1800,428,64.24,65.35,-1.11,-70,5889,6501,612,1
52035,Meta,GRANADA,11123,19393,8270,14418,23610,9192,922,62.09,65.04,-2.96,-1124,36192,39274,3082,1
52040,Meta,GUAMAL,2443,6331,3888,3028,7281,4253,365,70.63,72.89,-2.26,-233,10453,10624,171,1
52041,Meta,LA MACARENA,4053,2132,-1921,5999,2666,-3333,-1412,30.77,37.46,-6.69,-579,7367,9130,1763,1
52042,Meta,LEJANIAS,1358,3018,1660,1783,3730,1947,287,67.66,70.56,-2.91,-160,5201,5709,508,1
52046,Meta,MAPIRIPAN,1211,1260,49,1535,1440,-95,-144,48.4,52.7,-4.29,-127,2751,3079,328,1
52044,Meta,MESETAS,2625,2060,-565,3460,2547,-913,-348,42.4,46.19,-3.79,-227,5332,6237,905,1
52047,Meta,PUERTO CONCORDIA,1359,1726,367,1904,2288,384,17,54.58,58.55,-3.97,-166,3651,4331,680,1
52043,Meta,PUERTO GAITAN,15043,14580,-463,18419,15843,-2576,-2113,46.24,51.83,-5.59,-1915,35895,35756,-139,1
52048,Meta,PUERTO LLERAS,1079,2259,1180,1431,2808,1377,197,66.24,69.25,-3.01,-127,3868,4330,462,1
52045,Meta,PUERTO LOPEZ,4893,8631,3738,6175,10480,4305,567,62.92,65.91,-2.98,-497,16159,17160,1001,1
52049,Meta,PUERTO RICO,2214,1987,-227,3035,2696,-339,-112,47.04,50.79,-3.75,-214,5049,5949,900,1
52050,Meta,RESTREPO,3030,6950,3920,3992,8467,4475,555,67.96,70.24,-2.28,-283,11725,12721,996,1
52055,Meta,SAN CARLOS DE GUAROA,1974,3223,1249,2439,4050,1611,362,62.41,64.44,-2.03,-131,6174,6688,514,1
52058,Meta,SAN JUAN DE ARAMA,1376,1682,306,1678,2240,562,256,57.17,58.56,-1.39,-54,3620,4028,408,1
52059,Meta,SAN JUANITO,112,522,410,174,731,557,147,80.77,82.69,-1.91,-17,737,934,197,1
52060,Meta,SAN MARTIN DE LOS LLANOS,3202,6590,3388,4093,8153,4060,672,66.58,69.16,-2.59,-316,11784,12620,836,1
52074,Meta,URIBE,4282,442,-3840,5325,619,-4706,-866,10.41,11.07,-0.66,-39,5040,6070,1030,1
52001,Meta,VILLAVICENCIO,78547,136730,58183,103654,167359,63705,5522,61.75,64.75,-2.99,-8109,260921,277846,16925,1
52080,Meta,VISTA HERMOSA,2894,3670,776,3942,4631,689,-87,54.02,58.17,-4.15,-355,7729,8927,1198,1
54003,Guaviare,CALAMAR,1434,1198,-236,2092,1553,-539,-303,42.61,48.12,-5.51,-200,3161,3798,637,1
54007,Guaviare,EL RETORNO,1305,2609,1304,1836,3503,1667,363,65.61,67.93,-2.32,-123,4703,5564,861,1
54012,Guaviare,MIRAFLORES,788,213,-575,1010,329,-681,-106,24.57,24.73,-0.16,-2,1160,1377,217,1
54001,Guaviare,SAN JOSE DEL GUAVIARE,9150,12040,2890,12566,15293,2727,-163,54.89,58.91,-4.02,-1119,25927,29293,3366,1
56004,San Andrés,PROVIDENCIA,590,389,-201,1088,708,-380,-179,39.42,45.49,-6.07,-109,1221,1849,628,1
56001,San Andrés,SAN ANDRES,7346,7404,58,11223,9316,-1907,-1965,45.36,51.15,-5.79,-1189,16896,21142,4246,1
60010,Amazonas,EL ENCANTO,216,37,-179,260,31,-229,-50,10.65,17.48,-6.83,-19,271,300,29,1
60013,Amazonas,LA CHORRERA,544,25,-519,624,40,-584,-65,6.02,6.2,-0.17,-1,587,666,79,1
60016,Amazonas,LA PEDRERA,327,49,-278,411,52,-359,-81,11.23,15.11,-3.88,-17,405,472,67,1
60017,Amazonas,LA VICTORIA,28,0,-28,32,0,-32,-4,0.0,0.0,0.0,0,29,32,3,1
60001,Amazonas,LETICIA,10415,7328,-3087,13321,9595,-3726,-639,41.87,44.9,-3.03,-694,20991,23465,2474,1
60019,Amazonas,MIRITI PARANA,89,4,-85,163,3,-160,-75,1.81,5.17,-3.36,-5,96,167,71,1
60030,Amazonas,PUERTO ALEGRIA,94,14,-80,108,20,-88,-8,15.62,14.86,0.77,0,112,129,17,1
60040,Amazonas,PUERTO ARICA,163,15,-148,177,22,-155,-7,11.06,12.47,-1.41,-2,190,199,9,1
60007,Amazonas,PUERTO NARIÑO,1629,327,-1302,2139,649,-1490,-188,23.28,21.49,1.79,49,2243,2851,608,1
60021,Amazonas,PUERTO SANTANDER,93,19,-74,158,40,-118,-44,20.2,24.47,-4.26,-8,133,201,68,1
60022,Amazonas,TARAPACA,356,69,-287,456,132,-324,-37,22.45,21.03,1.42,8,500,621,121,1
64007,Putumayo,COLON,1878,663,-1215,2339,944,-1395,-180,28.75,30.56,-1.8,-59,2870,3327,457,1
64001,Putumayo,MOCOA,17187,5426,-11761,22666,7208,-15458,-3697,24.13,27.25,-3.12,-932,25252,30413,5161,1
64023,Putumayo,ORITO,12783,1925,-10858,18378,2688,-15690,-4832,12.76,15.81,-3.05,-641,16064,21439,5375,1
64002,Putumayo,PUERTO ASIS,18004,5145,-12859,25950,6948,-19002,-6143,21.12,25.66,-4.54,-1493,26863,34014,7151,1
64026,Putumayo,PUERTO CAICEDO,3513,795,-2718,5785,1314,-4471,-1753,18.51,22.03,-3.52,-250,4914,7414,2500,1
64025,Putumayo,PUERTO GUZMAN,3573,1159,-2414,5473,1810,-3663,-1249,24.85,27.73,-2.88,-209,5417,7509,2092,1
64004,Putumayo,PUERTO LEGUIZAMO,2867,1978,-889,4068,2398,-1670,-781,37.09,43.02,-5.93,-383,5532,6642,1110,1
64013,Putumayo,SAN FRANCISCO,1851,698,-1153,2380,996,-1384,-231,29.5,31.99,-2.49,-84,2933,3448,515,1
64018,Putumayo,SAN MIGUEL (LA DORADA),5752,698,-5054,8355,1085,-7270,-2216,11.49,14.96,-3.47,-327,7353,9670,2317,1
64016,Putumayo,SANTIAGO,2767,646,-2121,3432,876,-2556,-435,20.33,21.35,-1.01,-43,3702,4376,674,1
64019,Putumayo,SIBUNDOY,5006,1467,-3539,6304,1876,-4428,-889,22.93,26.4,-3.46,-283,7266,8327,1061,1
64028,Putumayo,VALLE DEL GUAMUEZ (LA HORMIGA),12120,1768,-10352,16832,2184,-14648,-4296,11.49,15.42,-3.93,-748,15293,19389,4096,1
64030,Putumayo,VILLAGARZON,7115,2719,-4396,9996,3573,-6423,-2027,26.33,30.5,-4.16,-565,11035,13967,2932,1
68013,Vaupés,BUENOS AIRES (PACOA),330,7,-323,561,16,-545,-222,2.77,3.75,-0.97,-5,356,582,226,1
68004,Vaupés,CARURU,413,57,-356,653,107,-546,-190,14.08,17.6,-3.52,-26,541,769,228,1
68001,Vaupés,MITU,5531,1206,-4325,7498,1821,-5677,-1352,19.54,21.3,-1.76,-163,7511,9491,1980,1
68010,Vaupés,MORICHAL (PAPUNAGUA),61,17,-44,80,22,-58,-14,21.57,21.38,0.19,0,85,102,17,1
68017,Vaupés,TARAIRA,278,85,-193,341,121,-220,-27,26.19,25.76,0.43,1,406,468,62,1
68022,Vaupés,YAVARATE,319,7,-312,348,32,-316,-4,8.42,5.98,2.44,9,355,386,31,1
72006,Vichada,CUMARIBO,6066,1230,-4836,9186,1601,-7585,-2749,14.84,19.1,-4.26,-459,7857,10928,3071,1
72008,Vichada,LA PRIMAVERA,647,2499,1852,911,3048,2137,285,76.99,79.23,-2.24,-88,3488,4018,530,1
72001,Vichada,PUERTO CARREÑO,2767,4399,1632,3734,5564,1830,198,59.84,63.49,-3.65,-339,8568,9559,991,1
72002,Vichada,SANTA ROSALIA,289,1206,917,443,1473,1030,113,76.88,81.03,-4.15,-79,1658,1949,291,1
88120,Exterior,ALEMANIA,5649,2500,-3149,7900,3957,-3943,-794,33.37,35.28,-1.91,-226,12005,12165,160,1
88130,Exterior,ARGELIA,2,2,0,4,2,-2,-2,33.33,32.26,1.08,0,8,7,-1,1
88155,Exterior,ARGENTINA,4499,3817,-682,5550,4717,-833,-151,45.94,47.69,-1.75,-179,10374,10479,105,1
88160,Exterior,ARUBA,773,2377,1604,901,2822,1921,317,75.8,75.71,0.09,3,3515,3753,238,1
88165,Exterior,AUSTRALIA,8565,6933,-1632,11552,8564,-2988,-1356,42.57,44.5,-1.93,-387,20296,20602,306,1
88170,Exterior,AUSTRIA,802,416,-386,1086,525,-561,-175,32.59,37.15,-4.57,-73,1640,1656,16,1
88135,Exterior,AZERBAIYAN,11,3,-8,12,9,-3,5,42.86,32.49,10.37,2,22,21,-1,1
88190,Exterior,BELGICA,1161,801,-360,1515,1117,-398,-38,42.44,45.3,-2.86,-75,2656,2707,51,1
88215,Exterior,BOLIVIA,125,439,314,146,491,345,31,77.08,77.8,-0.72,-4,645,647,2,1
88220,Exterior,BRASIL,1895,1418,-477,2274,1889,-385,92,45.38,46.31,-0.93,-38,4170,4239,69,1
88250,Exterior,CANADA,11394,20594,9200,15988,26936,10948,1748,62.75,64.01,-1.25,-537,40654,44040,3386,1
88305,Exterior,CHILE,7341,7897,556,8720,9537,817,261,52.24,54.29,-2.05,-374,18348,18632,284,1
88315,Exterior,CHINA REPUBLICA POPULAR,226,300,74,308,405,97,23,56.8,58.76,-1.96,-13,720,730,10,1
88275,Exterior,COREA DEL SUR,82,96,14,124,131,7,-7,51.37,54.48,-3.11,-7,252,262,10,1
88285,Exterior,COSTA RICA,804,3054,2250,1321,4478,3157,907,77.22,78.61,-1.39,-80,4532,5875,1343,1
88290,Exterior,CUBA,449,120,-329,474,126,-348,-19,21.0,22.38,-1.38,-8,608,609,1,1
88140,Exterior,CURAZAO,293,801,508,341,918,577,69,72.92,73.06,-0.14,-1,1191,1271,80,1
88325,Exterior,DINAMARCA,304,123,-181,420,230,-190,-9,35.38,36.15,-0.76,-4,665,668,3,1
88330,Exterior,ECUADOR,2505,5035,2530,3229,6462,3233,703,66.68,68.86,-2.18,-211,9367,9893,526,1
88335,Exterior,EGIPTO,38,91,53,58,109,51,-2,65.27,68.95,-3.68,-6,161,171,10,1
88340,Exterior,EL SALVADOR,60,279,219,105,340,235,16,76.4,80.32,-3.92,-17,441,456,15,1
88350,Exterior,EMIRATOS ARABES UNIDOS,446,1664,1218,607,2031,1424,206,76.99,77.67,-0.68,-17,2542,2682,140,1
88355,Exterior,ESPAÑA,54162,51858,-2304,66945,65426,-1519,785,49.43,51.57,-2.14,-2832,127637,134638,7001,1
88360,Exterior,ESTADOS UNIDOS,27569,142977,115408,41142,179841,138699,23291,81.38,83.12,-1.73,-3829,195518,223373,27855,1
88375,Exterior,FINLANDIA,141,70,-71,174,103,-71,0,37.18,38.74,-1.55,-4,302,289,-13,1
88380,Exterior,FRANCIA,6699,3607,-3092,9158,5189,-3969,-877,36.17,39.22,-3.05,-437,14271,14798,527,1
88115,Exterior,GHANA,21,16,-5,22,21,-1,4,48.84,45.33,3.51,1,45,44,-1,1
88410,Exterior,GUATEMALA,138,932,794,208,1089,881,87,83.96,84.67,-0.71,-9,1308,1327,19,1
88430,Exterior,HAITI,8,3,-5,9,8,-1,4,47.06,36.66,10.4,1,14,18,4,1
88440,Exterior,HONDURAS,47,200,153,62,258,196,43,80.62,80.4,0.23,0,313,325,12,1
88445,Exterior,HUNGRIA,106,54,-52,147,84,-63,-11,36.36,38.28,-1.92,-4,246,246,0,1
88455,Exterior,INDIA,9,12,3,14,12,-2,-5,46.15,52.91,-6.76,-1,32,32,0,1
88460,Exterior,INDONESIA,8,11,3,14,22,8,5,61.11,69.56,-8.45,-3,35,37,2,1
88465,Exterior,INGLATERRA,3788,5175,1387,4956,6977,2021,634,58.47,60.45,-1.98,-236,11654,12215,561,1
88470,Exterior,IRLANDA,247,171,-76,321,274,-47,29,46.05,45.8,0.25,1,603,614,11,1
88490,Exterior,ISRAEL,92,728,636,120,851,731,95,87.64,88.07,-0.43,-4,897,982,85,1
88495,Exterior,ITALIA,3313,3087,-226,4408,4103,-305,-79,48.21,49.7,-1.49,-126,8452,8709,257,1
88500,Exterior,JAMAICA,39,82,43,38,90,52,9,70.31,70.43,-0.12,0,140,129,-11,1
88505,Exterior,JAPON,182,227,45,238,275,37,-8,53.61,55.66,-2.05,-10,526,531,5,1
88515,Exterior,KENIA,25,16,-9,39,31,-8,1,44.29,47.4,-3.12,-2,68,74,6,1
88535,Exterior,LIBANO,24,58,34,37,92,55,21,71.32,77.92,-6.61,-8,123,136,13,1
88560,Exterior,MALASIA,18,46,28,29,66,37,9,69.47,75.99,-6.52,-6,101,98,-3,1
88580,Exterior,MARRUECOS,7,12,5,21,20,-1,-6,48.78,63.19,-14.41,-5,34,43,9,1
88590,Exterior,MEXICO,2688,5654,2966,4032,8668,4636,1670,68.25,69.39,-1.14,-144,11190,12966,1776,1
88620,Exterior,NICARAGUA,24,76,52,27,90,63,11,76.92,74.75,2.18,2,112,118,6,1
88635,Exterior,NORUEGA,258,145,-113,340,199,-141,-28,36.92,42.63,-5.71,-30,568,559,-9,1
88625,Exterior,NUEVA ZELANDIA,494,448,-46,676,597,-79,-33,46.9,49.26,-2.36,-30,1299,1327,28,1
88435,Exterior,PAISES BAJOS,1121,986,-135,1608,1457,-151,-16,47.54,50.08,-2.54,-77,3139,3153,14,1
88655,Exterior,PANAMA,2052,7161,5109,2603,8718,6115,1006,77.01,77.73,-0.73,-82,11042,11479,437,1
88665,Exterior,PARAGUAY,77,248,171,74,290,216,45,79.67,76.53,3.14,11,371,364,-7,1
88670,Exterior,PERU,654,1964,1310,851,2566,1715,405,75.1,75.2,-0.1,-3,3468,3478,10,1
88675,Exterior,POLONIA,622,282,-340,694,342,-352,-12,33.01,34.15,-1.13,-11,1065,1053,-12,1
88680,Exterior,PORTUGAL,1329,1176,-153,1620,1440,-180,-27,47.06,48.19,-1.13,-34,3190,3136,-54,1
88683,Exterior,PUERTO RICO,274,699,425,351,850,499,74,70.77,71.73,-0.96,-11,1193,1220,27,1
88370,Exterior,REPUBLICA DE FILIPINAS,29,37,8,43,54,11,3,55.67,59.19,-3.52,-3,91,102,11,1
88688,Exterior,REPUBLICA DE SINGAPUR,32,86,54,53,136,83,29,71.96,74.42,-2.46,-4,196,200,4,1
88685,Exterior,REPUBLICA DOMINICANA,328,1399,1071,421,1690,1269,198,80.06,80.11,-0.05,-1,2105,2143,38,1
88690,Exterior,REPUBLICA SOCIALISTA DE VIETNA,17,8,-9,26,14,-12,-3,35.0,37.94,-2.94,-1,33,41,8,1
88700,Exterior,RUSIA,111,31,-80,147,32,-115,-35,17.88,25.22,-7.34,-13,175,180,5,1
88745,Exterior,SUDAFRICA,21,53,32,36,67,31,-1,65.05,71.17,-6.12,-6,110,104,-6,1
88755,Exterior,SUECIA,815,384,-431,992,542,-450,-19,35.33,37.34,-2.0,-30,1518,1564,46,1
88760,Exterior,SUIZA,1766,1672,-94,2257,2239,-18,76,49.8,51.89,-2.09,-93,4515,4584,69,1
88765,Exterior,TAILANDIA,43,46,3,57,56,-1,-4,49.56,51.44,-1.88,-2,114,116,2,1
88785,Exterior,TRINIDAD Y TOBAGO,31,91,60,47,114,67,7,70.81,70.55,0.26,0,160,165,5,1
88770,Exterior,TURQUIA,119,57,-62,153,88,-65,-3,36.51,38.14,-1.63,-3,225,246,21,1
88805,Exterior,URUGUAY,313,317,4,384,390,6,2,50.39,53.18,-2.79,-21,783,787,4,1
88815,Exterior,VENEZUELA,4352,14313,9961,4911,19682,14771,4810,80.03,77.91,2.12,521,21751,24787,3036,1
