salto,anoOrigen,anoDestino,persona,nombre,dep,municipio,origen,partidoOrigen,partidoDestino,mismoPartido,votosOrigen,votosDestino,gap,votosDestinoAmbito,votosDestinoEnOrigen,arraigo,neutro,neutroFuente,lift
jal>concejo,2011,2015,EDIL SUAREZ GOMEZ,EDIL SUAREZ GOMEZ,48,48-001,04,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,true,123,90,0.7317,90,14,0.1556,,,
jal>concejo,2011,2015,LUIS ENRIQUE BAZA PAYARES,LUIS ENRIQUE BAZA PAYARES,05,05-028,05,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO CENTRO DEMOCRÁTICO,false,123,44,0.3577,44,16,0.3636,,,
jal>concejo,2011,2015,MARCO AURELIO OTERO BETANCOURT,MARCO AURELIO OTERO BETANCOURT,23,23-001,05,PARTIDO DE INTEGRACION NACIONAL,PARTIDO CAMBIO RADICAL,false,119,253,2.1261,253,33,0.1304,,,
jal>concejo,2011,2015,ELIZABETH PRADO GARZON,ELIZABETH PRADO GARZON,31,31-121,01,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,118,28,0.2373,28,9,0.3214,,,
jal>concejo,2011,2015,DIVA INES HERNANDEZ HERRERA,DIVA INES HERNANDEZ HERRERA,15,15-094,01,PARTIDO LIBERAL COLOMBIANO,PARTIDO CENTRO DEMOCRÁTICO,false,117,73,0.6239,73,36,0.4932,,,
jal>concejo,2011,2015,LUZ DALIDA VARGAS LOZANO,LUZ DALIDA VARGAS LOZANO,19,19-001,14,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,116,425,3.6638,425,200,0.4706,,,
jal>concejo,2011,2015,JOSE FERNANDO MONROY,JOSE FERNANDO MONROY,24,24-001,17,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,116,286,2.4655,286,11,0.0385,,,
jal>concejo,2011,2015,MARTA CECILIA BLANDON,MARTA CECILIA BLANDON,24,24-086,04,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,115,166,1.4435,166,78,0.4699,,,
jal>concejo,2011,2015,MANUELA ZAMBRANO QUINTERO,MANUELA ZAMBRANO QUINTERO,15,15-109,05,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,114,26,0.2281,26,5,0.1923,,,
jal>concejo,2011,2015,JOSE DE JESUS VELASQUEZ RAMIREZ,JOSE DE JESUS VELASQUEZ RAMIREZ,31,31-034,01,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,114,36,0.3158,36,12,0.3333,,,
jal>concejo,2011,2015,SAULA MILENA HURTADO AGUILAR,SAULA MILENA HURTADO AGUILAR,27,27-001,03,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,113,172,1.5221,172,21,0.1221,,,
jal>concejo,2011,2015,ASAEL MUNOZ FERNANDEZ,ASAEL MUNOZ FERNANDEZ,52,52-042,01,PARTIDO VERDE,PARTIDO OPCIÓN CIUDADANA,false,112,2,0.0179,2,2,1,,,
jal>concejo,2011,2015,TRINA RAMOS DELGADO,TRINA RAMOS DELGADO,24,24-001,02,PARTIDO CONSERVADOR COLOMBIANO,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,111,25,0.2252,25,0,0,,,
jal>concejo,2011,2015,LUZ DARY MALES ACEVEDO,LUZ DARY MALES ACEVEDO,31,31-121,000,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,111,42,0.3784,42,29,0.6905,,,
jal>concejo,2011,2015,SIXTA MARIA PRASCA CANAVAL,SIXTA MARIA PRASCA CANAVAL,05,05-028,03,PARTIDO DE INTEGRACION NACIONAL,PARTIDO LIBERAL COLOMBIANO,false,110,26,0.2364,26,5,0.1923,,,
jal>concejo,2011,2015,NORA ADELA GIRALDO CELADA,NORA ADELA GIRALDO CELADA,27,27-001,10,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,109,95,0.8716,95,4,0.0421,,,
jal>concejo,2011,2015,JOSE OSWALDO BEDOYA DOMINGUEZ,JOSE OSWALDO BEDOYA DOMINGUEZ,31,31-022,08,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,108,42,0.3889,42,12,0.2857,,,
jal>concejo,2011,2015,ELDRI LOSADA MEDINA,ELDRI LOSADA MEDINA,19,19-001,06,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,107,147,1.3738,147,16,0.1088,,,
jal>concejo,2011,2015,CANDELARIA DEL CARMEN ARANGO POLANCO,CANDELARIA DEL CARMEN ARANGO POLANCO,05,05-028,02,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,107,47,0.4393,47,16,0.3404,,,
jal>concejo,2011,2015,ARGENIDA DE LA ROSA VALENCIA,ARGENIDA DE LA ROSA VALENCIA,21,21-001,02,PARTIDO CAMBIO RADICAL,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,104,138,1.3269,138,69,0.5,,,
jal>concejo,2011,2015,MARTHA LUCIA TORIFA MURILLO,MARTHA LUCIA TORIFA MURILLO,24,24-001,06,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO UNIÓN PATRIÓTICA,false,102,28,0.2745,28,3,0.1071,,,
jal>concejo,2011,2015,JULIAN ANDRES CARDONA ROMERO,JULIAN ANDRES CARDONA ROMERO,09,09-001,11,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,100,557,5.57,557,33,0.0592,,,
jal>concejo,2011,2015,JULIETH FERNANDA SANDOVAL LOPEZ,JULIETH FERNANDA SANDOVAL LOPEZ,01,01-001,10,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,98,141,1.4388,141,13,0.0922,,,
jal>concejo,2011,2015,OLGA MERCEDES VIVAS SANTIBANEZ,OLGA MERCEDES VIVAS SANTIBANEZ,15,15-247,02,PARTIDO DE INTEGRACION NACIONAL,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,false,98,66,0.6735,66,11,0.1667,,,
jal>concejo,2011,2015,NURY DEL CARMEN CANO QUINTERO,NURY DEL CARMEN CANO QUINTERO,01,01-049,000,PARTIDO LIBERAL COLOMBIANO,MOVIMIENTO CÍVICO CIUDAD BELLO,false,96,86,0.8958,86,12,0.1395,,,
jal>concejo,2011,2015,RUBY FERNANDA CORREA LOPEZ,RUBY FERNANDA CORREA LOPEZ,31,31-034,01,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,96,235,2.4479,235,117,0.4979,,,
jal>concejo,2011,2015,HECTOR FABIO DELGADO LONDONO,HECTOR FABIO DELGADO LONDONO,09,09-001,19,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO LIBERAL COLOMBIANO,false,96,2427,25.2813,2427,456,0.1879,,,
jal>concejo,2011,2015,LUIS ALFREDO HERNANDEZ LOAIZA,LUIS ALFREDO HERNANDEZ LOAIZA,31,31-022,01,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,92,26,0.2826,26,1,0.0385,,,
jal>concejo,2011,2015,JOHN JAIRO BOBADILLA MONTENEGRO,JOHN JAIRO BOBADILLA MONTENEGRO,15,15-094,11,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,91,366,4.022,366,124,0.3388,,,
jal>concejo,2011,2015,VICTOR ALFONSO FRANCO QUIJANO,VICTOR ALFONSO FRANCO QUIJANO,15,15-247,04,PARTIDO VERDE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,90,118,1.3111,118,42,0.3559,,,
jal>concejo,2011,2015,JAIRO MIGUEL MACIAS PEREZ,JAIRO MIGUEL MACIAS PEREZ,05,05-028,04,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO CAMBIO RADICAL,false,89,82,0.9213,82,45,0.5488,,,
jal>concejo,2011,2015,ELSA RODRIGUEZ HERNANDEZ,ELSA RODRIGUEZ HERNANDEZ,07,07-079,04,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,89,80,0.8989,80,23,0.2875,,,
jal>concejo,2011,2015,CLAUDIA MARITZA VERA CORTEZ,CLAUDIA MARITZA VERA CORTEZ,15,15-115,01,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,87,277,3.1839,277,219,0.7906,,,
jal>concejo,2011,2015,ELISENIA DEL CARMEN ERAZO ROSARIO,ELISENIA DEL CARMEN ERAZO ROSARIO,13,13-001,03,PARTIDO CAMBIO RADICAL,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,86,49,0.5698,49,10,0.2041,,,
jal>concejo,2011,2015,MARIA FERNANDA GALVIS BRICENO,MARIA FERNANDA GALVIS BRICENO,16,16-001,09,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,85,194,2.2824,194,11,0.0567,,,
jal>concejo,2011,2015,MABELA PONCE DE CARRILLO,MABELA PONCE DE CARRILLO,21,21-016,02,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO UNIÓN PATRIÓTICA,false,85,2,0.0235,2,1,0.5,,,
jal>concejo,2011,2015,ROSNER ANTONIO HEREDIA BELTRAN,ROSNER ANTONIO HEREDIA BELTRAN,21,21-001,02,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,84,108,1.2857,108,43,0.3981,,,
jal>concejo,2011,2015,GUSTAVO BUENDIA RIVERA,GUSTAVO BUENDIA RIVERA,19,19-001,05,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,83,185,2.2289,185,12,0.0649,,,
jal>concejo,2011,2015,DANIEL CORTINA QUEVEDO,DANIEL CORTINA QUEVEDO,05,05-028,04,PARTIDO CAMBIO RADICAL,PARTIDO OPCIÓN CIUDADANA,false,81,47,0.5802,47,19,0.4043,,,
jal>concejo,2011,2015,WILMAN RODOLFO FARIAS CAICEDO,WILMAN RODOLFO FARIAS CAICEDO,15,15-094,04,MOVIMIENTO POLITICO AFROVIDES,PARTIDO ALIANZA VERDE,false,79,77,0.9747,77,33,0.4286,,,
jal>concejo,2011,2015,JUAN CARLOS GOMEZ,JUAN CARLOS GOMEZ,28,28-001,000,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,78,180,2.3077,180,15,0.0833,,,
jal>concejo,2011,2015,SERAFIN INFANTE PENA,SERAFIN INFANTE PENA,07,07-079,10,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,78,657,8.4231,657,148,0.2253,,,
jal>concejo,2011,2015,JOSE FRANCISCO CAMARGO BOLIVAR,JOSE FRANCISCO CAMARGO BOLIVAR,48,48-001,04,PARTIDO LIBERAL COLOMBIANO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,76,81,1.0658,81,25,0.3086,,,
jal>concejo,2011,2015,SANDRA PATRICIA ROMERO MUNOZ,SANDRA PATRICIA ROMERO MUNOZ,15,15-115,02,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,74,124,1.6757,124,112,0.9032,,,
jal>concejo,2011,2015,HELI VALLEJO GAVIRIA,HELI VALLEJO GAVIRIA,09,09-001,04,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,72,113,1.5694,113,11,0.0973,,,
jal>concejo,2011,2015,JOSE LUIS GUTIERREZ LOAIZA,JOSE LUIS GUTIERREZ LOAIZA,01,01-049,000,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,false,70,301,4.3,301,21,0.0698,,,
jal>concejo,2011,2015,DARIO ALEXANDER ARENAS VILLEGAS,DARIO ALEXANDER ARENAS VILLEGAS,09,09-001,01,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,69,1672,24.2319,1672,191,0.1142,,,
jal>concejo,2011,2015,ELKIN DE JESUS GAVIRIA,ELKIN DE JESUS GAVIRIA,01,01-049,04,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,67,150,2.2388,150,20,0.1333,,,
jal>concejo,2011,2015,FLORENTINA MENA CORDOBA,FLORENTINA MENA CORDOBA,17,17-001,04,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,67,140,2.0896,140,5,0.0357,,,
jal>concejo,2011,2015,WILMAR ALEXIS BARRERA MUNOZ,WILMAR ALEXIS BARRERA MUNOZ,31,31-001,08,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,67,418,6.2388,418,13,0.0311,,,
jal>concejo,2011,2015,ELIZABETH ORTIZ SANCHEZ,ELIZABETH ORTIZ SANCHEZ,19,19-061,02,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,66,13,0.197,13,4,0.3077,,,
jal>concejo,2011,2015,SERGIO ALBEIRO DUQUE ALZATE,SERGIO ALBEIRO DUQUE ALZATE,01,01-001,13,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO LIBERAL COLOMBIANO,false,65,581,8.9385,581,69,0.1188,,,
jal>concejo,2011,2015,JULIO FERNANDO ENRIQUEZ MIRANDA,JULIO FERNANDO ENRIQUEZ MIRANDA,29,29-001,04,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,65,1092,16.8,1092,21,0.0192,,,
jal>concejo,2011,2015,HERNAN VARGAS RODRIGUEZ,HERNAN VARGAS RODRIGUEZ,54,54-001,01,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,65,158,2.4308,158,125,0.7911,,,
jal>concejo,2011,2015,MIGUEL ANGEL AYALA PEDRAZA,MIGUEL ANGEL AYALA PEDRAZA,15,15-094,10,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,63,174,2.7619,174,43,0.2471,,,
jal>concejo,2011,2015,OSCAR JAVIER MOLANO RODRIGUEZ,OSCAR JAVIER MOLANO RODRIGUEZ,46,46-850,01,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,62,164,2.6452,164,55,0.3354,,,
jal>concejo,2011,2015,FREDDY MANUEL DE ARMAS LOPEZ,FREDDY MANUEL DE ARMAS LOPEZ,48,48-001,02,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,61,241,3.9508,241,20,0.083,,,
jal>concejo,2011,2015,DIVIER RODRIGO RODRIGUEZ,DIVIER RODRIGO RODRIGUEZ,15,15-094,11,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,59,149,2.5254,149,28,0.1879,,,
jal>concejo,2011,2015,CLAUDIA MILENA SALINAS CALDERON,CLAUDIA MILENA SALINAS CALDERON,27,27-001,05,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,57,439,7.7018,439,32,0.0729,,,
jal>concejo,2011,2015,ARMANDO LUIS ALVAREZ DIAZ,ARMANDO LUIS ALVAREZ DIAZ,05,05-118,06,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,57,24,0.4211,24,3,0.125,,,
jal>concejo,2011,2015,LUIS HERNANDO FORERO ZAMUDIO,LUIS HERNANDO FORERO ZAMUDIO,15,15-190,01,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,56,300,5.3571,300,182,0.6067,,,
jal>concejo,2011,2015,LUIS ALFREDO CRUZ VALENCIA,LUIS ALFREDO CRUZ VALENCIA,24,24-025,02,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,55,70,1.2727,70,4,0.0571,,,
jal>concejo,2011,2015,FARIDES DE JESUS MARTINEZ RIOS,FARIDES DE JESUS MARTINEZ RIOS,21,21-016,02,PARTIDO CAMBIO RADICAL,PARTIDO UNIÓN PATRIÓTICA,false,54,2,0.037,2,0,0,,,
jal>concejo,2011,2015,MANUEL ANDRES DELGADO TRUJILLO,MANUEL ANDRES DELGADO TRUJILLO,31,31-055,01,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,54,75,1.3889,75,13,0.1733,,,
jal>concejo,2011,2015,YOFRE HERNAN PARADA LEON,YOFRE HERNAN PARADA LEON,25,25-001,14,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,53,485,9.1509,485,84,0.1732,,,
jal>concejo,2011,2015,JOSE EDUARDO SANCHEZ GUTIERREZ,JOSE EDUARDO SANCHEZ GUTIERREZ,31,31-034,04,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO CONSERVADOR COLOMBIANO,false,52,162,3.1154,162,37,0.2284,,,
jal>concejo,2011,2015,GUSTAVO ANTONIO MONTOYA RUEDA,GUSTAVO ANTONIO MONTOYA RUEDA,01,01-049,04,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,49,108,2.2041,108,10,0.0926,,,
jal>concejo,2011,2015,BENITO GOMEZ MORALES,BENITO GOMEZ MORALES,15,15-094,01,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,47,33,0.7021,33,18,0.5455,,,
jal>concejo,2011,2015,WILLIAM ALFONSO RUIZ MIRANDA,WILLIAM ALFONSO RUIZ MIRANDA,21,21-001,01,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,false,47,139,2.9574,139,28,0.2014,,,
jal>concejo,2011,2015,PABLO OMAR VERGARA GARZON,PABLO OMAR VERGARA GARZON,54,54-001,02,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,47,84,1.7872,84,39,0.4643,,,
jal>concejo,2011,2015,JULIA ELVIRA MORENO CORDOBA,JULIA ELVIRA MORENO CORDOBA,01,01-001,17,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,46,742,16.1304,742,55,0.0741,,,
jal>concejo,2011,2015,ROSA PATRICIA NARVAEZ LEON,ROSA PATRICIA NARVAEZ LEON,23,23-001,19,PARTIDO CAMBIO RADICAL,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,44,124,2.8182,124,0,0,,,
jal>concejo,2011,2015,AURA INES MORENO DE POSADA,AURA INES MORENO DE POSADA,29,29-061,01,PARTIDO DE INTEGRACION NACIONAL,PARTIDO DE LA U,false,44,58,1.3182,58,52,0.8966,,,
jal>concejo,2011,2015,CARLOS ENRIQUE ZAPATA VERGARA,CARLOS ENRIQUE ZAPATA VERGARA,01,01-043,01,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,43,54,1.2558,54,24,0.4444,,,
jal>concejo,2011,2015,AURA TEODORA ORTIZ MUNIZ,AURA TEODORA ORTIZ MUNIZ,48,48-001,12,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,43,339,7.8837,339,111,0.3274,,,
jal>concejo,2011,2015,ESTEBAN CORTES DAZA,ESTEBAN CORTES DAZA,15,15-094,01,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,40,74,1.85,74,27,0.3649,,,
jal>concejo,2011,2015,YOLANDA ROMERO OTALVARO,YOLANDA ROMERO OTALVARO,24,24-025,02,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,40,54,1.35,54,7,0.1296,,,
jal>concejo,2011,2015,JOHN FREDDY MOSQUERA,JOHN FREDDY MOSQUERA,26,26-001,05,PARTIDO CAMBIO RADICAL,PARTIDO OPCIÓN CIUDADANA,false,40,89,2.225,89,4,0.0449,,,
jal>concejo,2011,2015,GLORIA YAZMIN CARRERA CASTRO,GLORIA YAZMIN CARRERA CASTRO,31,31-055,01,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,37,30,0.8108,30,10,0.3333,,,
jal>concejo,2011,2015,JUAN GABRIEL URIBE ESPINEL,JUAN GABRIEL URIBE ESPINEL,26,26-001,03,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO OPCIÓN CIUDADANA,false,34,100,2.9412,100,11,0.11,,,
jal>concejo,2011,2015,ESAUL RAMIREZ ROCHA,ESAUL RAMIREZ ROCHA,54,54-001,01,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,34,40,1.1765,40,10,0.25,,,
jal>concejo,2011,2015,HERMINIA DEL CARMEN MONTALVO SIERRA,HERMINIA DEL CARMEN MONTALVO SIERRA,48,48-001,03,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO ALIANZA VERDE,false,33,176,5.3333,176,41,0.233,,,
jal>concejo,2011,2015,LUCAS ALBEIRO VALLEJO CUASQUER,LUCAS ALBEIRO VALLEJO CUASQUER,23,23-058,01,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,32,49,1.5313,49,13,0.2653,,,
jal>concejo,2011,2015,JHOVANNY QUINTERO MARTINEZ,JHOVANNY QUINTERO MARTINEZ,09,09-001,17,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,29,261,9,261,23,0.0881,,,
jal>concejo,2011,2015,CARLOS ANDRES VALENCIA MORALES,CARLOS ANDRES VALENCIA MORALES,01,01-082,07,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,27,130,4.8148,130,98,0.7538,,,
jal>concejo,2011,2015,JAIRO MORENO MORA,JAIRO MORENO MORA,54,54-001,02,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,27,59,2.1852,59,20,0.339,,,
jal>concejo,2011,2015,GUSTAVO SARMIENTO MORA,GUSTAVO SARMIENTO MORA,44,44-001,11,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,21,121,5.7619,121,13,0.1074,,,
jal>concejo,2011,2015,ANGELA MARIA MARIN MARIN,ANGELA MARIA MARIN MARIN,24,24-038,01,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO CAMBIO RADICAL,false,17,55,3.2353,55,6,0.1091,,,
jal>concejo,2011,2015,LEYDI JOHANNA AGUILAR RIVERA,LEYDI JOHANNA AGUILAR RIVERA,27,27-001,01,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,15,62,4.1333,62,4,0.0645,,,
jal>concejo,2011,2015,JAVIR LOZANO AMAYA,JAVIR LOZANO AMAYA,52,52-042,02,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,15,11,0.7333,11,4,0.3636,,,
jal>concejo,2011,2015,GUILLERMINA DIAZ HIGUERA,GUILLERMINA DIAZ HIGUERA,27,27-145,01,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,14,18,1.2857,18,8,0.4444,,,
jal>concejo,2011,2015,HERMES RODRIGUEZ SALDANA,HERMES RODRIGUEZ SALDANA,15,15-334,01,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,13,46,3.5385,46,41,0.8913,,,
jal>concejo,2011,2015,YENNY LORENA BOHORQUEZ RODRIGUEZ,YENNY LORENA BOHORQUEZ RODRIGUEZ,19,19-061,99,PARTIDO CAMBIO RADICAL,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,false,3,2,0.6667,2,1,0.5,,,
jal>concejo,2015,2019,LUIS HERNANDO AVILA CORTES,LUIS HERNANDO AVILA CORTES,16,16-001,08,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,9817,7602,0.7744,7602,3561,0.4684,,,
jal>concejo,2015,2019,FABIAN ANDRES PUENTES SIERRA,FABIAN ANDRES PUENTES SIERRA,16,16-001,10,MOVIMIENTO MIRA,PARTIDO POLITICO  MIRA,false,4154,23400,5.6331,23400,7655,0.3271,,,
jal>concejo,2015,2019,LUIS HERNANDO PARRA NOPE,LUIS HERNANDO PARRA NOPE,16,16-001,07,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,true,3965,9446,2.3823,9446,3885,0.4113,,,
jal>concejo,2015,2019,LUIS FRANCISCO CASTANEDA RAVELO,LUIS FRANCISCO CASTANEDA RAVELO,16,16-001,08,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,3884,9229,2.3762,9229,2100,0.2275,,,
jal>concejo,2015,2019,JUAN CARLOS ZARATE DAZA,JUAN CARLOS ZARATE DAZA,05,05-001,01,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,3737,3640,0.974,3640,1891,0.5195,,,
jal>concejo,2015,2019,WILLIAM ALFONSO DIAZ SANCHEZ,WILLIAM ALFONSO DIAZ SANCHEZ,16,16-001,11,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,3720,6216,1.671,6216,2758,0.4437,,,
jal>concejo,2015,2019,JUAN DAVID QUINTERO RUBIO,JUAN DAVID QUINTERO RUBIO,16,16-001,01,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,3426,7732,2.2569,7732,2159,0.2792,,,
jal>concejo,2015,2019,CARLOS MANUEL JIMENEZ FERNANDEZ,CARLOS MANUEL JIMENEZ FERNANDEZ,05,05-001,03,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,3113,6690,2.1491,6690,2590,0.3871,,,
jal>concejo,2015,2019,FANNY MELINA GUTIERREZ GARZON,FANNY MELINA GUTIERREZ GARZON,16,16-001,09,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,2898,6386,2.2036,6386,1224,0.1917,,,
jal>concejo,2015,2019,PAOLA ANDREA DIAZ GARZON,PAOLA ANDREA DIAZ GARZON,25,25-001,02,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO,true,2831,647,0.2285,647,129,0.1994,,,
jal>concejo,2015,2019,HERNANDO PINA ELLES,HERNANDO PINA ELLES,05,05-001,01,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,2755,7151,2.5956,7151,3408,0.4766,,,
jal>concejo,2015,2019,JUAN CARLOS TRIANA RUBIANO,JUAN CARLOS TRIANA RUBIANO,16,16-001,04,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,2747,10338,3.7634,10338,3128,0.3026,,,
jal>concejo,2015,2019,LUIS ALFREDO CARABALLO,LUIS ALFREDO CARABALLO,05,05-001,01,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,false,2513,2113,0.8408,2113,904,0.4278,,,
jal>concejo,2015,2019,GLORIA ISABEL ESTRADA BENAVIDES,GLORIA ISABEL ESTRADA BENAVIDES,05,05-001,03,PARTIDO OPCIÓN CIUDADANA,PARTIDO LIBERAL COLOMBIANO,false,2416,7750,3.2078,7750,3418,0.441,,,
