salto,anoOrigen,anoDestino,persona,nombre,dep,municipio,origen,partidoOrigen,partidoDestino,mismoPartido,votosOrigen,votosDestino,gap,votosDestinoAmbito,votosDestinoEnOrigen,arraigo,neutro,neutroFuente,lift
concejo>asamblea,2011,2015,CLAUDIA MARLENY MAYA TAPIA,CLAUDIA MARLENY MAYA TAPIA,64,64-002,64-002,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO OPCIÓN CIUDADANA,false,111,156,1.4054,156,77,0.4936,,,
concejo>asamblea,2011,2015,NATALIA RIOS OCAMPO,NATALIA RIOS OCAMPO,09,09-001,09-001,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,110,994,9.0364,994,679,0.6831,,,
concejo>asamblea,2011,2015,ANA CECILIA FLOREZ CAPERA,ANA CECILIA FLOREZ CAPERA,29,29-085,29-085,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,108,203,1.8796,203,8,0.0394,,,
concejo>asamblea,2011,2015,JOSE DEL CARMEN OLAYA PENA,JOSE DEL CARMEN OLAYA PENA,54,54-001,54-001,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,107,115,1.0748,115,97,0.8435,,,
concejo>asamblea,2011,2015,GEYMAN HERNAN CARDOZO PULIDO,GEYMAN HERNAN CARDOZO PULIDO,07,07-322,07-322,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,107,2834,26.486,2834,661,0.2332,,,
concejo>asamblea,2011,2015,RICARDO CARRILLO PALENCIA,RICARDO CARRILLO PALENCIA,15,15-340,15-340,PARTIDO LIBERAL COLOMBIANO,PARTIDO ALIANZA VERDE,false,106,975,9.1981,975,91,0.0933,,,
concejo>asamblea,2011,2015,ALVARO SOLER HUERFANO,ALVARO SOLER HUERFANO,72,72-006,72-006,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,106,70,0.6604,70,51,0.7286,,,
concejo>asamblea,2011,2015,JORGE MARINO RUIZ,JORGE MARINO RUIZ,60,60-001,60-001,MOVIMIENTO POLITICO AFROVIDES,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,103,97,0.9417,97,83,0.8557,,,
concejo>asamblea,2011,2015,JESUS ROBERTO ZAMBRANO GOMEZ,JESUS ROBERTO ZAMBRANO GOMEZ,64,64-016,64-016,MOVIMIENTO POLITICO AFROVIDES,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,103,273,2.6505,273,89,0.326,,,
concejo>asamblea,2011,2015,ORLANDO RIVAS HERRERA,ORLANDO RIVAS HERRERA,19,19-019,19-019,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,101,2046,20.2574,2046,466,0.2278,,,
concejo>asamblea,2011,2015,GUSTAVO TRUJILLO ARIAS,GUSTAVO TRUJILLO ARIAS,19,19-064,19-064,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,100,1327,13.27,1327,762,0.5742,,,
concejo>asamblea,2011,2015,IDELFONSO RAMON GONZALEZ PATERNINA,IDELFONSO RAMON GONZALEZ PATERNINA,60,60-001,60-001,PARTIDO DE INTEGRACION NACIONAL,PARTIDO UNIÓN PATRIÓTICA,false,96,16,0.1667,16,14,0.875,,,
concejo>asamblea,2011,2015,OVIDIO DE JESUS ALVAREZ PEREZ,OVIDIO DE JESUS ALVAREZ PEREZ,25,25-001,25-001,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO DE LA U,false,94,1746,18.5745,1746,925,0.5298,,,
concejo>asamblea,2011,2015,EDWIN HERLEY RAMIREZ HUERTAS,EDWIN HERLEY RAMIREZ HUERTAS,52,52-020,52-020,PARTIDO VERDE,PARTIDO OPCIÓN CIUDADANA,false,93,307,3.3011,307,103,0.3355,,,
concejo>asamblea,2011,2015,JHONY ENRIQUE TUIRAN DOMINGUEZ,JHONY ENRIQUE TUIRAN DOMINGUEZ,28,28-001,28-001,PARTIDO VERDE,PARTIDO DE LA U,false,90,498,5.5333,498,66,0.1325,,,
concejo>asamblea,2011,2015,NUBIA BEDOYA MUNOZ,NUBIA BEDOYA MUNOZ,31,31-079,31-079,"MOVIMIENTO ""MIRA""",MOVIMIENTO MIRA,true,90,2114,23.4889,2114,690,0.3264,,,
concejo>asamblea,2011,2015,PAULO OTONIEL GARCIA ORTEGA,PAULO OTONIEL GARCIA ORTEGA,64,64-023,64-023,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,90,833,9.2556,833,325,0.3902,,,
concejo>asamblea,2011,2015,LUIS RAMIRO BASTIDAS,LUIS RAMIRO BASTIDAS,44,44-022,44-022,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,true,88,623,7.0795,623,386,0.6196,,,
concejo>asamblea,2011,2015,MAMERTO ANTONIO ALFONSO VASQUEZ,MAMERTO ANTONIO ALFONSO VASQUEZ,60,60-001,60-001,POLO DEMOCRÁTICO ALTERNATIVO,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,88,63,0.7159,63,41,0.6508,,,
concejo>asamblea,2011,2015,MARIA DEL PILAR SERPA ROMERO,MARIA DEL PILAR SERPA ROMERO,15,15-076,15-076,POR UNA ALIANZA CIUDADANA,PARTIDO OPCIÓN CIUDADANA,false,85,233,2.7412,233,18,0.0773,,,
concejo>asamblea,2011,2015,CLARIBEL ARANGO RAMIREZ,CLARIBEL ARANGO RAMIREZ,26,26-001,26-001,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,85,229,2.6941,229,144,0.6288,,,
concejo>asamblea,2011,2015,MARIA MANUELA PATERNINA MEDINA,MARIA MANUELA PATERNINA MEDINA,28,28-300,28-300,PARTIDO CAMBIO RADICAL,PARTIDO CONSERVADOR COLOMBIANO,false,83,2778,33.4699,2778,905,0.3258,,,
concejo>asamblea,2011,2015,LORENA CLEMENTINA RENDON MIRANDA,LORENA CLEMENTINA RENDON MIRANDA,54,54-001,54-001,PARTIDO CONSERVADOR COLOMBIANO,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,false,82,50,0.6098,50,43,0.86,,,
concejo>asamblea,2011,2015,AURA ELISA DIAZ PACHICHANA,AURA ELISA DIAZ PACHICHANA,64,64-030,64-030,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,82,78,0.9512,78,28,0.359,,,
concejo>asamblea,2011,2015,JHON JAIRO DURANGO REYES,JHON JAIRO DURANGO REYES,68,68-004,68-004,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,82,111,1.3537,111,68,0.6126,,,
concejo>asamblea,2011,2015,MISAEL CARO PACHECO,MISAEL CARO PACHECO,44,44-003,44-003,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO UNIÓN PATRIÓTICA,false,80,1495,18.6875,1495,1330,0.8896,,,
concejo>asamblea,2011,2015,JOHN FREDY MARTINEZ PATINO,JOHN FREDY MARTINEZ PATINO,54,54-003,54-003,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,79,441,5.5823,441,384,0.8707,,,
concejo>asamblea,2011,2015,JHON JAIRO LIZCANO MUNOZ,JHON JAIRO LIZCANO MUNOZ,64,64-004,64-004,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO DE LA U,false,79,340,4.3038,340,140,0.4118,,,
concejo>asamblea,2011,2015,MONICA EUGENIA SANCHEZ ROMAN,MONICA EUGENIA SANCHEZ ROMAN,01,01-247,01-247,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,true,78,3138,40.2308,3138,601,0.1915,,,
concejo>asamblea,2011,2015,DOMINGO LONDONO GOMEZ,DOMINGO LONDONO GOMEZ,31,31-001,31-001,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA,PARTIDO DE LA U,false,78,3133,40.1667,3133,1453,0.4638,,,
concejo>asamblea,2011,2015,ALDUAL ESCOBAR GOMEZ,ALDUAL ESCOBAR GOMEZ,11,11-049,11-049,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,77,410,5.3247,410,31,0.0756,,,
concejo>asamblea,2011,2015,FERNANDO ALBERTO SIERRA AYALA,FERNANDO ALBERTO SIERRA AYALA,01,01-088,01-088,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO ALIANZA VERDE,false,74,789,10.6622,789,66,0.0837,,,
concejo>asamblea,2011,2015,ANA SMITH CARRILLO GUTIERREZ,ANA SMITH CARRILLO GUTIERREZ,40,40-025,40-025,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,73,109,1.4932,109,49,0.4495,,,
concejo>asamblea,2011,2015,HELMER TEODOLFO RIASCOS ALOMIA,HELMER TEODOLFO RIASCOS ALOMIA,31,31-046,31-046,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,71,2648,37.2958,2648,240,0.0906,,,
concejo>asamblea,2011,2015,LUZ AMPARO SARABIA HERNANDEZ,LUZ AMPARO SARABIA HERNANDEZ,12,12-700,12-700,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,70,1047,14.9571,1047,283,0.2703,,,
concejo>asamblea,2011,2015,NARLY MOYA MORENO,NARLY MOYA MORENO,17,17-034,17-034,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO DE LA U,false,70,585,8.3571,585,89,0.1521,,,
concejo>asamblea,2011,2015,WALTER USLEY BRICENO CESPEDES,WALTER USLEY BRICENO CESPEDES,54,54-003,54-003,PARTIDO VERDE,PARTIDO CONSERVADOR COLOMBIANO,false,70,214,3.0571,214,170,0.7944,,,
concejo>asamblea,2011,2015,EUSTORGIO RAMON ARRIETA PALACIO,EUSTORGIO RAMON ARRIETA PALACIO,13,13-032,13-032,PARTIDO DE INTEGRACION NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,false,66,1436,21.7576,1436,429,0.2987,,,
concejo>asamblea,2011,2015,SOFIA INES SANCHEZ QUINTANA,SOFIA INES SANCHEZ QUINTANA,29,29-016,29-016,PARTIDO SOCIAL DE UNIDAD NACIONAL,PARTIDO CAMBIO RADICAL,false,66,1265,19.1667,1265,379,0.2996,,,
concejo>asamblea,2011,2015,INES JUDITH ABELLO BEDOYA,INES JUDITH ABELLO BEDOYA,01,01-079,01-079,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,65,1302,20.0308,1302,155,0.119,,,
concejo>asamblea,2011,2015,NAPOLEON DORADO ESCOBAR,NAPOLEON DORADO ESCOBAR,11,11-061,11-061,PARTIDO VERDE,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,65,1608,24.7385,1608,254,0.158,,,
concejo>asamblea,2011,2015,RUBY ESTER FORTICH ALARCON,RUBY ESTER FORTICH ALARCON,05,05-001,05-001,MOVIMIENTO POLITICO AFROVIDES,PARTIDO ALIANZA VERDE,false,65,709,10.9077,709,435,0.6135,,,
concejo>asamblea,2011,2015,SNEIDER VAGEON REUTO,SNEIDER VAGEON REUTO,72,72-008,72-008,PARTIDO DE INTEGRACION NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,false,64,460,7.1875,460,143,0.3109,,,
concejo>asamblea,2011,2015,LUIS EDUARDO PELAEZ JARAMILLO,LUIS EDUARDO PELAEZ JARAMILLO,01,01-205,01-205,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,62,6643,107.1452,6643,3919,0.5899,,,
concejo>asamblea,2011,2015,WILLIAM GERARDO GARZON GARZON,WILLIAM GERARDO GARZON GARZON,15,15-064,15-064,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,true,61,5475,89.7541,5475,809,0.1478,,,
concejo>asamblea,2011,2015,PEDRO ANTONIO CARIBAN MARTINEZ,PEDRO ANTONIO CARIBAN MARTINEZ,72,72-006,72-006,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,61,104,1.7049,104,96,0.9231,,,
concejo>asamblea,2011,2015,BLANCO ALIRIO CALDERON DURAN,BLANCO ALIRIO CALDERON DURAN,44,44-004,44-004,PARTIDO LIBERAL COLOMBIANO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,60,638,10.6333,638,505,0.7915,,,
concejo>asamblea,2011,2015,LUIS ARTURO FONTECHA CAMACHO,LUIS ARTURO FONTECHA CAMACHO,52,52-005,52-005,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,59,355,6.0169,355,57,0.1606,,,
concejo>asamblea,2011,2015,FREDY NARANJO GAITAN,FREDY NARANJO GAITAN,72,72-006,72-006,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,58,315,5.431,315,300,0.9524,,,
concejo>asamblea,2011,2015,DIANA MERCEDES CABRERA JURADO,DIANA MERCEDES CABRERA JURADO,23,23-001,23-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,57,728,12.7719,728,214,0.294,,,
concejo>asamblea,2011,2015,MARINO DE LA CRUZ HENAO FRANCO,MARINO DE LA CRUZ HENAO FRANCO,01,01-043,01-043,PARTIDO VERDE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,55,877,15.9455,877,188,0.2144,,,
concejo>asamblea,2011,2015,NOE FERNANDO LOPEZ MORENO,NOE FERNANDO LOPEZ MORENO,27,27-001,27-001,PARTIDO VERDE,PARTIDO OPCIÓN CIUDADANA,false,55,330,6,330,101,0.3061,,,
concejo>asamblea,2011,2015,MIGUEL RUBEN FIQUITIVA BALCERO,MIGUEL RUBEN FIQUITIVA BALCERO,15,15-046,15-046,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO OPCIÓN CIUDADANA,false,51,1505,29.5098,1505,427,0.2837,,,
concejo>asamblea,2011,2015,LILY IPUZ MEDINA,LILY IPUZ MEDINA,29,29-001,29-001,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO UNIÓN PATRIÓTICA,false,49,346,7.0612,346,220,0.6358,,,
concejo>asamblea,2011,2015,BLANCA NELSI CHIRAN CHANTRE,BLANCA NELSI CHIRAN CHANTRE,11,11-001,11-001,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,47,340,7.234,340,104,0.3059,,,
concejo>asamblea,2011,2015,JANETH LILIAN PARDO BAOS,JANETH LILIAN PARDO BAOS,60,60-001,60-001,PARTIDO DE INTEGRACION NACIONAL,PARTIDO DE LA U,false,47,205,4.3617,205,176,0.8585,,,
concejo>asamblea,2011,2015,NILSON MANUEL YEPES BALDOVINO,NILSON MANUEL YEPES BALDOVINO,68,68-004,68-004,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,43,137,3.186,137,87,0.635,,,
concejo>asamblea,2011,2015,JAIME HUELGAS CORAL,JAIME HUELGAS CORAL,64,64-025,64-025,PARTIDO LIBERAL COLOMBIANO,PARTIDO CAMBIO RADICAL,false,42,137,3.2619,137,35,0.2555,,,
concejo>asamblea,2011,2015,FRANCISCO JAVIER POSADA LONGAS,FRANCISCO JAVIER POSADA LONGAS,24,24-025,24-025,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,40,553,13.825,553,104,0.1881,,,
concejo>asamblea,2011,2015,RAUL ESTEBAN SALCEDO NIETO,RAUL ESTEBAN SALCEDO NIETO,28,28-001,28-001,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO DE LA U,false,40,735,18.375,735,237,0.3224,,,
concejo>asamblea,2011,2015,OSCAR PISSO PISSO,OSCAR PISSO PISSO,64,64-025,64-025,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,40,683,17.075,683,97,0.142,,,
concejo>asamblea,2011,2015,DORIS NUBIA SUAREZ SANTAMARIA,DORIS NUBIA SUAREZ SANTAMARIA,27,27-220,27-220,PARTIDO DE INTEGRACION NACIONAL,PARTIDO OPCIÓN CIUDADANA,false,39,2513,64.4359,2513,1140,0.4536,,,
concejo>asamblea,2011,2015,ALIS PURICHO PENA,ALIS PURICHO PENA,60,60-007,60-007,PARTIDO LIBERAL COLOMBIANO,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,39,15,0.3846,15,2,0.1333,,,
concejo>asamblea,2011,2015,JUAN CORAL ERASO,JUAN CORAL ERASO,23,23-019,23-019,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO UNIÓN PATRIÓTICA,false,36,1661,46.1389,1661,271,0.1632,,,
concejo>asamblea,2011,2015,MISAEL DIAZ ARDILA,MISAEL DIAZ ARDILA,44,44-012,44-012,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CENTRO DEMOCRÁTICO,false,36,484,13.4444,484,8,0.0165,,,
concejo>asamblea,2011,2015,LUIS ALBERTO VIZCAINO,LUIS ALBERTO VIZCAINO,21,21-016,21-016,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,34,1449,42.6176,1449,258,0.1781,,,
concejo>asamblea,2011,2015,JANETH ZAMUDIO PAREDES,JANETH ZAMUDIO PAREDES,25,25-010,25-010,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,false,32,620,19.375,620,37,0.0597,,,
concejo>asamblea,2011,2015,CARLOS HUMBERTO PINZON MURIEL,CARLOS HUMBERTO PINZON MURIEL,15,15-247,15-247,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,PARTIDO LIBERAL COLOMBIANO,false,30,431,14.3667,431,51,0.1183,,,
concejo>asamblea,2011,2015,CARMEN LOPEZ CASTANO,CARMEN LOPEZ CASTANO,09,09-076,09-076,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,30,764,25.4667,764,202,0.2644,,,
concejo>asamblea,2011,2015,RUBIELA MARTINEZ GAITAN,RUBIELA MARTINEZ GAITAN,72,72-006,72-006,PARTIDO CAMBIO RADICAL,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,false,28,29,1.0357,29,7,0.2414,,,
concejo>asamblea,2011,2015,JULIO ESTEBAN ECHEVERRI ZAPATA,JULIO ESTEBAN ECHEVERRI ZAPATA,01,01-043,01-043,PARTIDO VERDE,PARTIDO ALIANZA VERDE,false,27,1157,42.8519,1157,11,0.0095,,,
concejo>asamblea,2011,2015,CAROLINA GARZON YEPEZ,CAROLINA GARZON YEPEZ,23,23-038,23-038,POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,true,27,664,24.5926,664,8,0.012,,,
concejo>asamblea,2011,2015,ALBERTO QUINONEZ GRUESO,ALBERTO QUINONEZ GRUESO,64,64-004,64-004,MOVIMIENTO DE INCLUSION Y OPORTUNIDADES,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,false,27,109,4.037,109,62,0.5688,,,
concejo>asamblea,2011,2015,JESUS DE LOS REYES SARMIENTO,JESUS DE LOS REYES SARMIENTO,03,03-046,03-046,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO CENTRO DEMOCRÁTICO,false,25,599,23.96,599,78,0.1302,,,
concejo>asamblea,2011,2015,LUZ MARINA CARDENAS RICO,LUZ MARINA CARDENAS RICO,15,15-190,15-190,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,23,4077,177.2609,4077,124,0.0304,,,
concejo>asamblea,2011,2015,CLARA MILENA SANTAELLA BEDOYA,CLARA MILENA SANTAELLA BEDOYA,25,25-010,25-010,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CAMBIO RADICAL,false,22,3085,140.2273,3085,276,0.0895,,,
concejo>asamblea,2011,2015,JOSE IGSAEL BARRIOS,JOSE IGSAEL BARRIOS,29,29-001,29-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO CAMBIO RADICAL,false,20,1244,62.2,1244,492,0.3955,,,
concejo>asamblea,2011,2015,LUIS CARLOS PALACIOS,LUIS CARLOS PALACIOS,31,31-121,31-121,MOVIMIENTO POLITICO AFROVIDES,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",false,19,956,50.3158,956,135,0.1412,,,
concejo>asamblea,2011,2015,HERNANDO SANCHEZ PEREZ,HERNANDO SANCHEZ PEREZ,72,72-006,72-006,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA,PARTIDO CENTRO DEMOCRÁTICO,false,15,75,5,75,44,0.5867,,,
concejo>asamblea,2011,2015,AMPARO TOLOZA CAMPUZANO,AMPARO TOLOZA CAMPUZANO,05,05-065,05-065,PARTIDO CAMBIO RADICAL,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,false,6,949,158.1667,949,129,0.1359,,,
concejo>asamblea,2011,2015,LEONEL DE JESUS MUNOZ TABORDA,LEONEL DE JESUS MUNOZ TABORDA,01,01-274,01-274,PARTIDO CAMBIO RADICAL,PARTIDO ALIANZA VERDE,false,3,733,244.3333,733,0,0,,,
concejo>asamblea,2011,2015,AUGUSTO BOTERO MARTINEZ,AUGUSTO BOTERO MARTINEZ,12,12-375,12-375,PARTIDO LIBERAL COLOMBIANO,PARTIDO ALIANZA VERDE,false,3,2348,782.6667,2348,639,0.2721,,,
concejo>asamblea,2011,2015,DAGOBERTO LOSADA GOMEZ,DAGOBERTO LOSADA GOMEZ,68,68-017,68-017,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,false,2,253,126.5,253,165,0.6522,,,
concejo>asamblea,2015,2019,ALVARO MUNERA BUILES,ALVARO MUNERA BUILES,01,01-001,01-001,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,13206,28113,2.1288,28113,17405,0.6191,,,
concejo>asamblea,2015,2019,SANTIAGO MIGUEL ARIAS FERNANDEZ,SANTIAGO MIGUEL ARIAS FERNANDEZ,03,03-001,03-001,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,11212,32896,2.934,32896,19452,0.5913,,,
concejo>asamblea,2015,2019,RENE RODRIGO GARZON MARTINEZ,RENE RODRIGO GARZON MARTINEZ,27,27-001,27-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,6117,14075,2.301,14075,4463,0.3171,,,
concejo>asamblea,2015,2019,RAFAEL GUILLERMO GONZALEZ MARTELO,RAFAEL GUILLERMO GONZALEZ MARTELO,28,28-001,28-001,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,5120,22202,4.3363,22202,10819,0.4873,,,
concejo>asamblea,2015,2019,HUGO PERLAZA CALLE,HUGO PERLAZA CALLE,31,31-079,31-079,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,5086,37987,7.4689,37987,23486,0.6183,,,
concejo>asamblea,2015,2019,JULIO CESAR VALLEJO MONTENEGRO,JULIO CESAR VALLEJO MONTENEGRO,23,23-001,23-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,4810,20232,4.2062,20232,5037,0.249,,,
concejo>asamblea,2015,2019,MANUEL ORLANDO CORREA BEDOYA,MANUEL ORLANDO CORREA BEDOYA,09,09-001,09-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,3973,12717,3.2009,12717,5478,0.4308,,,
concejo>asamblea,2015,2019,JAIME ESTEBAN DUQUE GARCIA,JAIME ESTEBAN DUQUE GARCIA,24,24-001,24-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,3885,14137,3.6389,14137,10136,0.717,,,
concejo>asamblea,2015,2019,ROBERTO ESCOBAR BELTRAN,ROBERTO ESCOBAR BELTRAN,19,19-001,19-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,3813,5367,1.4076,5367,3551,0.6616,,,
concejo>asamblea,2015,2019,STELLA CAROLINA LEON TIRIA,STELLA CAROLINA LEON TIRIA,52,52-001,52-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,3786,16976,4.4839,16976,7924,0.4668,,,
concejo>asamblea,2015,2019,GERMAN DARIO ZAPATA VERGARA,GERMAN DARIO ZAPATA VERGARA,05,05-001,05-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,3594,8577,2.3865,8577,4810,0.5608,,,
concejo>asamblea,2015,2019,RODOLFO ALEXANDER RASSA BRAVO,RODOLFO ALEXANDER RASSA BRAVO,23,23-001,23-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,3290,13365,4.0623,13365,4489,0.3359,,,
concejo>asamblea,2015,2019,JESUS EFREN BANGUERO VALENCIA,JESUS EFREN BANGUERO VALENCIA,31,31-001,31-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO CENTRO DEMOCRATICO,false,3246,4436,1.3666,4436,2979,0.6716,,,
concejo>asamblea,2015,2019,DANIEL ISAIAS MURCIA ROJAS,DANIEL ISAIAS MURCIA ROJAS,52,52-001,52-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,3232,2868,0.8874,2868,2043,0.7123,,,
concejo>asamblea,2015,2019,JORGE ELIECER GARCIA JAIMES,JORGE ELIECER GARCIA JAIMES,27,27-001,27-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,false,3071,5401,1.7587,5401,2227,0.4123,,,
concejo>asamblea,2015,2019,HERNAN ALBERTO BEDOYA CADAVID,HERNAN ALBERTO BEDOYA CADAVID,09,09-001,09-001,PARTIDO DE LA U,PARTIDO LIBERAL COLOMBIANO,false,3033,16764,5.5272,16764,9919,0.5917,,,
concejo>asamblea,2015,2019,ALDRIN LUIS PINEDO SANCHEZ,ALDRIN LUIS PINEDO SANCHEZ,13,13-001,13-001,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,3019,15607,5.1696,15607,4428,0.2837,,,
concejo>asamblea,2015,2019,LUIS ALBERTO LOZANO CASTILLO,LUIS ALBERTO LOZANO CASTILLO,29,29-001,29-001,PARTIDO OPCIÓN CIUDADANA,PARTIDO CENTRO DEMOCRATICO,false,2962,4829,1.6303,4829,1984,0.4109,,,
concejo>asamblea,2015,2019,CARLOS ALBERTO HENAO SERNA,CARLOS ALBERTO HENAO SERNA,24,24-001,24-001,MOVIMIENTO MIRA,PARTIDO POLITICO  MIRA,false,2925,11669,3.9894,11669,9169,0.7858,,,
