salto,anoOrigen,anoDestino,persona,nombre,dep,municipio,origen,partidoOrigen,partidoDestino,mismoPartido,votosOrigen,votosDestino,gap,votosDestinoAmbito,votosDestinoEnOrigen,arraigo,neutro,neutroFuente,lift
concejo>asamblea,2015,2019,LADY EUFRASIA SIERRA MILLAN,LADY EUFRASIA SIERRA MILLAN,27,27-001,27-001,MOVIMIENTO MIRA,COALICION CENTRO DEMOCRATICO - MIRA,false,226,7246,32.0619,7246,2021,0.2789,,,
concejo>asamblea,2015,2019,JULIO CESAR MORATO ORTIZ,JULIO CESAR MORATO ORTIZ,29,29-079,29-079,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,226,9584,42.4071,9584,2865,0.2989,,,
concejo>asamblea,2015,2019,HUMBERTO MUNOZ FERNANDEZ,HUMBERTO MUNOZ FERNANDEZ,52,52-080,52-080,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,226,5209,23.0487,5209,1939,0.3722,,,
concejo>asamblea,2015,2019,OSCAR JHOANNY AGUIRRE ALZATE,OSCAR JHOANNY AGUIRRE ALZATE,26,26-001,26-001,PARTIDO CAMBIO RADICAL,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,222,224,1.009,224,115,0.5134,,,
concejo>asamblea,2015,2019,NELSON ABEL ALARCON ARBOLEDA,NELSON ABEL ALARCON ARBOLEDA,23,23-139,23-139,PARTIDO UNIÓN PATRIÓTICA,UNIDOS SI PODEMOS,false,221,633,2.8643,633,332,0.5245,,,
concejo>asamblea,2015,2019,CESAR FABIAN CAMARGO ZEA,CESAR FABIAN CAMARGO ZEA,46,46-680,46-680,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,219,1168,5.3333,1168,303,0.2594,,,
concejo>asamblea,2015,2019,MAURICIO RUIZ CICERI,MAURICIO RUIZ CICERI,44,44-004,44-004,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,218,1841,8.445,1841,323,0.1754,,,
concejo>asamblea,2015,2019,JUAN MANUEL CAMAYO DIAZ,JUAN MANUEL CAMAYO DIAZ,11,11-010,11-010,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",COALICION CAUCA,false,216,1530,7.0833,1530,285,0.1863,,,
concejo>asamblea,2015,2019,EDGAR FRANCISCO IMBETT RICARDO,EDGAR FRANCISCO IMBETT RICARDO,28,28-180,28-180,PARTIDO OPCIÓN CIUDADANA,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,false,215,1936,9.0047,1936,777,0.4013,,,
concejo>asamblea,2015,2019,JAIME ANDRES GOMEZ GOMEZ,JAIME ANDRES GOMEZ GOMEZ,07,07-166,07-166,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,214,2948,13.7757,2948,1508,0.5115,,,
concejo>asamblea,2015,2019,GERMAN RODRIGO GUZMAN ACOSTA,GERMAN RODRIGO GUZMAN ACOSTA,01,01-001,01-001,PARTIDO CONSERVADOR COLOMBIANO,COALICION CAMBIO RADICAL  - MIRA,false,212,588,2.7736,588,120,0.2041,,,
concejo>asamblea,2015,2019,JHOAN MANUEL BALLEN ZAMBRANO,JHOAN MANUEL BALLEN ZAMBRANO,15,15-340,15-340,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO CONSERVADOR  -  PARTIDO POLITICO MIRA,false,210,1186,5.6476,1186,219,0.1847,,,
concejo>asamblea,2015,2019,JULIO RAFAEL CARDENAS GUERRERO,JULIO RAFAEL CARDENAS GUERRERO,05,05-022,05-022,PARTIDO CONSERVADOR COLOMBIANO,COALICION ALTERNATIVA BOLIVAR,false,209,1418,6.7847,1418,921,0.6495,,,
concejo>asamblea,2015,2019,EDGAR MONTILLA GONZALEZ,EDGAR MONTILLA GONZALEZ,23,23-001,23-001,PARTIDO UNIÓN PATRIÓTICA,CONVERGENCIA,false,205,1760,8.5854,1760,880,0.5,,,
concejo>asamblea,2015,2019,DAGOBERTO GUTIERREZ TRIGOS,DAGOBERTO GUTIERREZ TRIGOS,12,12-075,12-075,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,false,204,569,2.7892,569,387,0.6801,,,
concejo>asamblea,2015,2019,MARISOL HUACA SAMBONI,MARISOL HUACA SAMBONI,64,64-023,64-023,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,204,1168,5.7255,1168,626,0.536,,,
concejo>asamblea,2015,2019,MIGUEL ANTONIO ZORRO OSPINA,MIGUEL ANTONIO ZORRO OSPINA,29,29-010,29-010,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,203,3928,19.3498,3928,1353,0.3445,,,
concejo>asamblea,2015,2019,JHON AYALA FORERO,JHON AYALA FORERO,31,31-001,31-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,198,1146,5.7879,1146,508,0.4433,,,
concejo>asamblea,2015,2019,ROBINSON LOPEZ ALCARAZ,ROBINSON LOPEZ ALCARAZ,01,01-031,01-031,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,195,4022,20.6256,4022,465,0.1156,,,
concejo>asamblea,2015,2019,ENGIVER ESTEVEZ GARCIA,ENGIVER ESTEVEZ GARCIA,72,72-001,72-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,195,264,1.3538,264,214,0.8106,,,
concejo>asamblea,2015,2019,JAIRO DE JESUS MESA RICO,JAIRO DE JESUS MESA RICO,01,01-151,01-151,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,COALICION CAMBIO RADICAL  - MIRA,false,194,555,2.8608,555,33,0.0595,,,
concejo>asamblea,2015,2019,JOSUE DAVID GUARIN VALBUENA,JOSUE DAVID GUARIN VALBUENA,72,72-001,72-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,191,73,0.3822,73,60,0.8219,,,
concejo>asamblea,2015,2019,ORLANDO FLOREZ CUERVO,ORLANDO FLOREZ CUERVO,07,07-139,07-139,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO,true,190,1740,9.1579,1740,497,0.2856,,,
concejo>asamblea,2015,2019,CARLOS HUMBERTO MORA TRUJILLO,CARLOS HUMBERTO MORA TRUJILLO,44,44-005,44-005,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,188,2516,13.383,2516,1324,0.5262,,,
concejo>asamblea,2015,2019,EDWIN FLORIBERTO ALARCON BARRERA,EDWIN FLORIBERTO ALARCON BARRERA,46,46-520,46-520,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,187,5819,31.1176,5819,4709,0.8092,,,
concejo>asamblea,2015,2019,TEDDY TAMANI MURAYARI,TEDDY TAMANI MURAYARI,60,60-001,60-001,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,187,132,0.7059,132,122,0.9242,,,
concejo>asamblea,2015,2019,ALVARO DIAZ RODRIGUEZ,ALVARO DIAZ RODRIGUEZ,26,26-001,26-001,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,PARTIDO LIBERAL COLOMBIANO,false,184,3934,21.3804,3934,1823,0.4634,,,
concejo>asamblea,2015,2019,ARLEY DARIO RATIVA TAPIAS,ARLEY DARIO RATIVA TAPIAS,46,46-865,46-865,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,184,1348,7.3261,1348,242,0.1795,,,
concejo>asamblea,2015,2019,MARTHA MAGDALENA ROMERO RODRIGUEZ,MARTHA MAGDALENA ROMERO RODRIGUEZ,29,29-046,29-046,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,183,1357,7.4153,1357,116,0.0855,,,
concejo>asamblea,2015,2019,HUMBERTO ANACONA PALADINES,HUMBERTO ANACONA PALADINES,19,19-056,19-056,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,181,3258,18,3258,909,0.279,,,
concejo>asamblea,2015,2019,WILTON PEREZ BARRERA,WILTON PEREZ BARRERA,46,46-001,46-001,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",COALICION CASANARE,false,181,629,3.4751,629,433,0.6884,,,
concejo>asamblea,2015,2019,JAVIER ENRIQUE CASADIEGOS GARZON,JAVIER ENRIQUE CASADIEGOS GARZON,05,05-095,05-095,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,COALICION ALTERNATIVA BOLIVAR,false,181,2277,12.5801,2277,1439,0.632,,,
concejo>asamblea,2015,2019,GEOVANNY OSPINA PAREDES,GEOVANNY OSPINA PAREDES,64,64-030,64-030,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,181,755,4.1713,755,280,0.3709,,,
concejo>asamblea,2015,2019,NEIDER RICARDO DELGADO CASTILLO,NEIDER RICARDO DELGADO CASTILLO,64,64-025,64-025,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,179,1173,6.5531,1173,336,0.2864,,,
concejo>asamblea,2015,2019,MARLON ANDRES CORTINA SUAREZ,MARLON ANDRES CORTINA SUAREZ,48,48-001,48-001,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,true,174,178,1.023,178,43,0.2416,,,
concejo>asamblea,2015,2019,JULIAN ARBOLEDA HURTADO,JULIAN ARBOLEDA HURTADO,72,72-001,72-001,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO,true,174,416,2.3908,416,360,0.8654,,,
concejo>asamblea,2015,2019,RUBEN DARIO GOMEZ SOLANO,RUBEN DARIO GOMEZ SOLANO,72,72-001,72-001,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,174,246,1.4138,246,195,0.7927,,,
concejo>asamblea,2015,2019,HENRY MOSQUERA SANCHEZ,HENRY MOSQUERA SANCHEZ,11,11-087,11-087,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,168,5022,29.8929,5022,2524,0.5026,,,
concejo>asamblea,2015,2019,CARMEN REGINA PENARANDA STUMMO,CARMEN REGINA PENARANDA STUMMO,21,21-001,21-001,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR - PARTIDO POLITICO MIRA,false,166,312,1.8795,312,202,0.6474,,,
concejo>asamblea,2015,2019,FRANCISCO JAVIER TRUJILLO ANDRADE,FRANCISCO JAVIER TRUJILLO ANDRADE,64,64-026,64-026,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,166,830,5,830,361,0.4349,,,
concejo>asamblea,2015,2019,CARLOS EDUARDO VEGA ALVAREZ,CARLOS EDUARDO VEGA ALVAREZ,07,07-166,07-166,PARTIDO LIBERAL COLOMBIANO,BOYACA DECENTE,false,166,974,5.8675,974,344,0.3532,,,
concejo>asamblea,2015,2019,MARIA ISABEL ACOSTA GRANADOS,MARIA ISABEL ACOSTA GRANADOS,21,21-001,21-001,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",PARTIDO COLOMBIA RENACIENTE,false,165,1742,10.5576,1742,976,0.5603,,,
concejo>asamblea,2015,2019,ESNEIDER FABIAN MARULANDA LOPEZ,ESNEIDER FABIAN MARULANDA LOPEZ,72,72-002,72-002,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO,true,165,782,4.7394,782,573,0.7327,,,
concejo>asamblea,2015,2019,YIMI RUIZ MENESES,YIMI RUIZ MENESES,64,64-018,64-018,PARTIDO OPCIÓN CIUDADANA,COLOMBIA HUMANA - UNION PATRIOTICA,false,163,545,3.3436,545,394,0.7229,,,
concejo>asamblea,2015,2019,PIEDAD DEL SOCORRO MORALES LOPEZ,PIEDAD DEL SOCORRO MORALES LOPEZ,01,01-070,01-070,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,QUEREMOS,false,162,2232,13.7778,2232,706,0.3163,,,
concejo>asamblea,2015,2019,FRANCISCO JAVIER CIFUENTES,FRANCISCO JAVIER CIFUENTES,31,31-061,31-061,PARTIDO CAMBIO RADICAL,COLOMBIA HUMANA - UNION PATRIOTICA,false,160,2482,15.5125,2482,1172,0.4722,,,
concejo>asamblea,2015,2019,HENRY HONORIO MOSQUERA RENTERIA,HENRY HONORIO MOSQUERA RENTERIA,17,17-028,17-028,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,159,275,1.7296,275,27,0.0982,,,
concejo>asamblea,2015,2019,JOSE YOVANY CARDENAS PANTOJA,JOSE YOVANY CARDENAS PANTOJA,23,23-115,23-115,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,CONVERGENCIA,false,158,2869,18.1582,2869,627,0.2185,,,
concejo>asamblea,2015,2019,WILSON ARIAS GAITAN,WILSON ARIAS GAITAN,72,72-008,72-008,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,157,215,1.3694,215,149,0.693,,,
concejo>asamblea,2015,2019,ROLANDO CHINCHILLA CUEVAS,ROLANDO CHINCHILLA CUEVAS,46,46-560,46-560,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,156,2231,14.3013,2231,1262,0.5657,,,
concejo>asamblea,2015,2019,GABRIEL DE JESUS NARVAEZ VEGA,GABRIEL DE JESUS NARVAEZ VEGA,05,05-106,05-106,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",COALICION ALTERNATIVA BOLIVAR,false,151,2830,18.7417,2830,941,0.3325,,,
concejo>asamblea,2015,2019,SEGUNDO FIDEL SALAZAR GONZALEZ,SEGUNDO FIDEL SALAZAR GONZALEZ,07,07-049,07-049,PARTIDO CAMBIO RADICAL,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,150,1348,8.9867,1348,389,0.2886,,,
concejo>asamblea,2015,2019,JOSE LEONARDO VALENCIA ROA,JOSE LEONARDO VALENCIA ROA,50,50-001,50-001,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,148,97,0.6554,97,53,0.5464,,,
concejo>asamblea,2015,2019,OSCAR YAHIR RENTERIA GUARDIA,OSCAR YAHIR RENTERIA GUARDIA,17,17-001,17-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO COLOMBIA RENACIENTE,false,147,191,1.2993,191,106,0.555,,,
concejo>asamblea,2015,2019,MAIRA ADRIANA ZERDA GONZALEZ,MAIRA ADRIANA ZERDA GONZALEZ,07,07-280,07-280,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,147,5036,34.2585,5036,1084,0.2153,,,
concejo>asamblea,2015,2019,JOSE GABRIEL GUERRA MANUYAMA,JOSE GABRIEL GUERRA MANUYAMA,60,60-001,60-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,146,93,0.637,93,86,0.9247,,,
concejo>asamblea,2015,2019,FREDY ENRIQUE SEGURA ALONSO,FREDY ENRIQUE SEGURA ALONSO,07,07-001,07-001,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,BOYACA DECENTE,false,146,590,4.0411,590,288,0.4881,,,
concejo>asamblea,2015,2019,EDWIN EDUARDO MACHADO RIOS,EDWIN EDUARDO MACHADO RIOS,11,11-064,11-064,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,145,3336,23.0069,3336,1755,0.5261,,,
concejo>asamblea,2015,2019,FRANKLIN HUMBERTO ARIAS GRISALES,FRANKLIN HUMBERTO ARIAS GRISALES,72,72-001,72-001,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,false,135,95,0.7037,95,65,0.6842,,,
concejo>asamblea,2015,2019,PABLO ALEXANDER NEITA TARACHE,PABLO ALEXANDER NEITA TARACHE,72,72-008,72-008,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,135,184,1.363,184,78,0.4239,,,
concejo>asamblea,2015,2019,ADAN ANTONIO HERNANDEZ GUEVARA,ADAN ANTONIO HERNANDEZ GUEVARA,12,12-001,12-001,VALLEDUPAR INCLUYENTE,PARTIDO CAMBIO RADICAL,false,134,1360,10.1493,1360,682,0.5015,,,
concejo>asamblea,2015,2019,BLANCA CECILIA GIL CASTILLO,BLANCA CECILIA GIL CASTILLO,31,31-031,31-031,MOVIMIENTO MIRA,PARTIDO POLITICO  MIRA,false,129,1329,10.3023,1329,296,0.2227,,,
concejo>asamblea,2015,2019,INGRID SANCHEZ CAMPO,INGRID SANCHEZ CAMPO,11,11-001,11-001,PARTIDO ALIANZA VERDE,PARTIDO CONSERVADOR COLOMBIANO,false,127,790,6.2205,790,288,0.3646,,,
concejo>asamblea,2015,2019,NANCY ARCENIO RENTERIA TAPIA,NANCY ARCENIO RENTERIA TAPIA,17,17-025,17-025,PARTIDO ALIANZA VERDE,PARTIDO ADA,false,123,582,4.7317,582,209,0.3591,,,
concejo>asamblea,2015,2019,SARA ROCIO MONTENEGRO CARVAJAL,SARA ROCIO MONTENEGRO CARVAJAL,31,31-001,31-001,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",PARTIDO COLOMBIA RENACIENTE,false,122,791,6.4836,791,407,0.5145,,,
concejo>asamblea,2015,2019,JAIRO CHIPIAJE GAITAN,JAIRO CHIPIAJE GAITAN,72,72-006,72-006,PARTIDO LIBERAL COLOMBIANO,PARTIDO COLOMBIA RENACIENTE,false,122,132,1.082,132,123,0.9318,,,
concejo>asamblea,2015,2019,NORA CASTILLO FERNANDEZ,NORA CASTILLO FERNANDEZ,60,60-007,60-007,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,true,119,270,2.2689,270,164,0.6074,,,
concejo>asamblea,2015,2019,JOSE GREGORIO MARZAL MORALES,JOSE GREGORIO MARZAL MORALES,48,48-020,48-020,PARTIDO DE LA U,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,false,117,1624,13.8803,1624,528,0.3251,,,
concejo>asamblea,2015,2019,MARIA NEUSA RODRIGUEZ URREA,MARIA NEUSA RODRIGUEZ URREA,72,72-002,72-002,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,115,538,4.6783,538,445,0.8271,,,
concejo>asamblea,2015,2019,JAIME CARRENO RODRIGUEZ,JAIME CARRENO RODRIGUEZ,27,27-121,27-121,PARTIDO LIBERAL COLOMBIANO,PARTIDO ADA,false,114,1294,11.3509,1294,368,0.2844,,,
concejo>asamblea,2015,2019,JHONATAN FERNEY CRISTANCHO ANGARITA,JHONATAN FERNEY CRISTANCHO ANGARITA,27,27-160,27-160,PARTIDO UNIÓN PATRIÓTICA,UNIDAD ALTERNATIVA,false,113,2228,19.7168,2228,830,0.3725,,,
concejo>asamblea,2015,2019,ANDREA CATALINA GARZON FORERO,ANDREA CATALINA GARZON FORERO,29,29-064,29-064,PARTIDO ALIANZA VERDE,COALICION ALTERNATIVA,false,113,440,3.8938,440,8,0.0182,,,
concejo>asamblea,2015,2019,JHON JAIRO ESTRADA ZAPATA,JHON JAIRO ESTRADA ZAPATA,01,01-049,01-049,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,112,1484,13.25,1484,163,0.1098,,,
concejo>asamblea,2015,2019,ANA DELIA AVENDANO HERNANDEZ,ANA DELIA AVENDANO HERNANDEZ,07,07-169,07-169,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,112,1027,9.1696,1027,349,0.3398,,,
concejo>asamblea,2015,2019,ROSMERY CASTILLO LEON,ROSMERY CASTILLO LEON,40,40-010,40-010,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,111,94,0.8468,94,19,0.2021,,,
concejo>asamblea,2015,2019,YANNETH ARANGUREN CHAPARRO,YANNETH ARANGUREN CHAPARRO,40,40-005,40-005,PARTIDO ALIANZA VERDE,PARTIDO LIBERAL COLOMBIANO,false,110,252,2.2909,252,83,0.3294,,,
concejo>asamblea,2015,2019,EDISON IDARRAGA TORRES,EDISON IDARRAGA TORRES,24,24-086,24-086,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,109,1285,11.789,1285,287,0.2233,,,
concejo>asamblea,2015,2019,OMAR ALEXANDER REY VELANDIA,OMAR ALEXANDER REY VELANDIA,27,27-130,27-130,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,108,1514,14.0185,1514,498,0.3289,,,
concejo>asamblea,2015,2019,MARLIO ALEXANDERS TORRES MOGOLLON,MARLIO ALEXANDERS TORRES MOGOLLON,40,40-001,40-001,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO,true,108,201,1.8611,201,143,0.7114,,,
concejo>asamblea,2015,2019,CARLOS WILSON LOSADA MURCIA,CARLOS WILSON LOSADA MURCIA,54,54-007,54-007,PARTIDO CAMBIO RADICAL,LISTA DE LA ESPERANZA,false,107,174,1.6262,174,148,0.8506,,,
concejo>asamblea,2015,2019,MARIA ANGELICA GOMEZ LOPEZ,MARIA ANGELICA GOMEZ LOPEZ,15,15-031,15-031,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,103,13281,128.9417,13281,1008,0.0759,,,
concejo>asamblea,2015,2019,JAQUELINE MEDINA LOPEZ,JAQUELINE MEDINA LOPEZ,44,44-003,44-003,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,103,328,3.1845,328,25,0.0762,,,
concejo>asamblea,2015,2019,MARIA EUGENIA LOPERA MONSALVE,MARIA EUGENIA LOPERA MONSALVE,01,01-062,01-062,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO LIBERAL COLOMBIANO,false,100,46238,462.38,46238,1748,0.0378,,,
concejo>asamblea,2015,2019,PHANOR JOSE OCAMPO GONZALEZ,PHANOR JOSE OCAMPO GONZALEZ,31,31-118,31-118,PARTIDO OPCIÓN CIUDADANA,PARTIDO COLOMBIA RENACIENTE,false,100,1056,10.56,1056,157,0.1487,,,
concejo>asamblea,2015,2019,ELKIN TORRES VILLALBA,ELKIN TORRES VILLALBA,12,12-001,12-001,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,"PARTIDO DE REIVINDICACION ETNICA ""PRE""",false,99,640,6.4646,640,318,0.4969,,,
concejo>asamblea,2015,2019,RAFAEL CUSTODIO AMEZQUITA VALBUENA,RAFAEL CUSTODIO AMEZQUITA VALBUENA,54,54-001,54-001,PARTIDO DE LA U,PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,98,123,1.2551,123,93,0.7561,,,
concejo>asamblea,2015,2019,JOHAN FRANCISCO HERRERA GUALDRON,JOHAN FRANCISCO HERRERA GUALDRON,07,07-070,07-070,PARTIDO ALIANZA VERDE,PARTIDO ALIANZA VERDE,true,96,6083,63.3646,6083,979,0.1609,,,
concejo>asamblea,2015,2019,YULIANA ANDREA CANAS BEDOYA,YULIANA ANDREA CANAS BEDOYA,01,01-078,01-078,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO CONSERVADOR COLOMBIANO,true,94,3119,33.1809,3119,613,0.1965,,,
concejo>asamblea,2015,2019,LIBARDO ANTONIO CASTRO CARDONA,LIBARDO ANTONIO CASTRO CARDONA,24,24-001,24-001,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U,false,94,577,6.1383,577,359,0.6222,,,
concejo>asamblea,2015,2019,VIVIANA ISABEL SUAREZ CONTRERAS,VIVIANA ISABEL SUAREZ CONTRERAS,28,28-042,28-042,PARTIDO CONSERVADOR COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,false,94,1058,11.2553,1058,236,0.2231,,,
concejo>asamblea,2015,2019,ALBERTO VILLEGAS AGUDELO,ALBERTO VILLEGAS AGUDELO,24,24-054,24-054,PARTIDO LIBERAL COLOMBIANO,PARTIDO CENTRO DEMOCRATICO,false,93,1056,11.3548,1056,325,0.3078,,,
concejo>asamblea,2015,2019,MARIA EUGENIA PINILLA FERRUCHO,MARIA EUGENIA PINILLA FERRUCHO,54,54-007,54-007,PARTIDO CENTRO DEMOCRÁTICO,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,false,93,315,3.3871,315,191,0.6063,,,
concejo>asamblea,2015,2019,ALEX HERNANDO PINEDA MUNOZ,ALEX HERNANDO PINEDA MUNOZ,60,60-001,60-001,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,true,93,49,0.5269,49,44,0.898,,,
concejo>asamblea,2015,2019,JORGE HUGO MUNOZ CUERVO,JORGE HUGO MUNOZ CUERVO,09,09-001,09-001,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,false,90,3211,35.6778,3211,1340,0.4173,,,
concejo>asamblea,2015,2019,RUBIELA ACEVEDO MONSALVE,RUBIELA ACEVEDO MONSALVE,27,27-193,27-193,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,PARTIDO CONSERVADOR COLOMBIANO,false,89,9806,110.1798,9806,957,0.0976,,,
concejo>asamblea,2015,2019,GLORIA MELISSA HENAO MAZO,GLORIA MELISSA HENAO MAZO,24,24-025,24-025,PARTIDO LIBERAL COLOMBIANO,PARTIDO LIBERAL COLOMBIANO,true,87,1523,17.5057,1523,247,0.1622,,,
concejo>asamblea,2015,2019,JAFFERSON VILLAFANE BARRIOS,JAFFERSON VILLAFANE BARRIOS,05,05-044,05-044,PARTIDO LIBERAL COLOMBIANO,PARTIDO COLOMBIA RENACIENTE,false,87,574,6.5977,574,272,0.4739,,,
concejo>asamblea,2015,2019,MARICELA MARIN PELAEZ,MARICELA MARIN PELAEZ,44,44-003,44-003,PARTIDO CAMBIO RADICAL,PARTIDO CAMBIO RADICAL,true,86,1258,14.6279,1258,857,0.6812,,,
concejo>asamblea,2015,2019,JOSE RAFAEL NARVAEZ BEDOYA,JOSE RAFAEL NARVAEZ BEDOYA,28,28-001,28-001,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA,COLOMBIA HUMANA - UNION PATRIOTICA,false,85,855,10.0588,855,376,0.4398,,,
concejo>asamblea,2015,2019,EULLER POSSO COBO,EULLER POSSO COBO,31,31-064,31-064,MOVIMIENTO MIRA,PARTIDO POLITICO  MIRA,false,84,1484,17.6667,1484,957,0.6449,,,
