NOMBRE,CIUDAD O MUNICIPIO,DEPARTAMENTO,DIRECCION NO SITIOS,NECESIDAD,HORARIO ABRE,HORARIO CIERRE,TODOS LOS DIAS O LV,REQUIERE VOLUNTARIOS,CONTACTO,TELEFONO,ULTIMA REVISION,TIPO DE LUGAR,LATITUD,LONGITUD
SOS JUNTOS POR EL CHOCÓ Cra 29,Bogotá,Bogotá D.C.,Cra 29 #39-92,SIN DATO,8:00 AM,6:00 PM,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,SIN DATO,4.628716,-74.079162
TEATRO DE GARAJE,Bogotá,Bogotá D.C.,Carrera 10 # 54A-27,SIN DATO,SIN DATO,Desde la 1pm,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,SIN DATO,4.641285,-74.063884
THE SPOT PARK,Bogotá,Bogotá D.C.,CARRERA 13A #37-68,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,SIN DATO,,
UNIVERSIDAD NACIONAL - CAPILLA,Bogotá,Bogotá D.C.,Universidad Nacional,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,UNIVERSIDAD,,
UNIAGRARIA,Bogotá,Bogotá D.C.,CALLE 170 #54A - 10 SALA DE JUNTAS BLOQUE C,"KITS DE HIGIENE PERSONAL, KITS DE HABITAT (COBIJAS, SABANAS, COLCHONETAS SENCILLA, ALMOHADA, TOLDILLOS) MASCOTAS ( CONCENTRADO, ALIMENTO HUMEDO, SNACKS, MEDICAMENTOS, GUACALES)",SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,SIN DATO,4.753377,-74.053501
UNICENTRO,Bogotá,Bogotá D.C.,CARRERA15 #124-30,"🚨 ÚLTIMA HORA - Información Acopio Unicentro, Bogotá. (9 am - 6 pm) · Actualización: 1:55 pm, agosto 14. · ⛑️ El equipo médico acaba de confirmar la total excases de medicamento MUY necesarios para…",9:00 AM,9:00 PM,SIN DATO,NO,SIN DATO,3106486849,agosto 14,CENTRO COMERCIAL,4.702752,-74.042681
UNIVERSIDAD COOPERATIVA,Bogotá,Bogotá D.C.,CARRERA 9 # 172-90,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,UNIVERSIDAD,4.750478,-74.031561
UNIVERSIDAD DISTRITAL BOSA,Bogotá,Bogotá D.C.,Calle 52 Sur # 93D - 97,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,UNIVERSIDAD,4.638187,-74.185829
VIVE CLARO,Bogotá,Bogotá D.C.,CARRERA 60 #42-41,SIN DATO,SIN DATO,Viernes 14 y sábado 15 desde medio día,SIN DATO,NO,SIN DATO,3162733960,agosto 14,PRIVADO,4.652710,-74.096670
Cuerpo Bomberos Mosquera,Mosquera,Cundinamarca,"Calle 2 # 5E-36, Mosquera",SIN DATO,SIN DATO,Desde 4:30pm,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,BOMBEROS,,
Cuerpo de Bomberos Cajicá,Cajicá,Cundinamarca,Transversal 5A N° 3-140 Sur,SIN DATO,8:00 AM,5:00 PM,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,BOMBEROS,,
FUNZA Interpark -,Funza,Cundinamarca,"Parque industrial interpark kilometro 6,5 autopista Medellín - cundinamarca · https://share.google/MJBcbrilI3AACcMZV",SIN DATO,SIN DATO,YA MISMO,SIN DATO,NO,SIN DATO,3173088779,agosto 14,PRIVADO,,
JIT LOGISTIC - FUNDACIÓN TAAP,Mosquera,Cundinamarca,Mosquera Cundinamarca KM 1.5 VIA Bogotá,SIN DATO,9:00 AM,4:00 PM,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,FUNDACIÓN,,
Club rotario Itagüí,Itagüí,Antioquia,Club rotario Itagüí,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Porras · Barras de demolición · Percutores · Discos de pulidora · Cinceles · Seguetas · Baldes · Costales · Cinta,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.168732,-75.612305
7 MESAS - CARRERA 81 #33AA-08,Medellín,Antioquia,7 MESAS - CARRERA 81 #33AA-08,Agua · Comida · Guantes de obra · Gafas de seguridad · Linternas · Palas · Picas · Percutores · Porras · Barras de demolición · Cinceles · Seguetas · Baldes · Costales · Cintas de seguridad · Colchone,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.240166,-75.603023
Bodega punto de ACOPIO y recoleccion,Medellín,Antioquia,calle 14 #52a-304 cerca al olaya herrera,alimentos no perecederos · medicamentos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.218844,-75.584511
CALLE 7SUR #51A-02 GUAYABAL,Medellín,Antioquia,CALLE 7SUR #51A-02 GUAYABAL,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Discos de pulidora · Percutores · Barras de demolición · Porras · Cinceles · Seguetas · Baldes · Costales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.202439,-75.586013
CANCHA SOCCER Y PADEL cola del zorro,Medellín,Antioquia,CANCHA SOCCER Y PADEL cola del zorro,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Porras · Barras de demolición · Percutores · Discos de pulidora · Cinceles · Seguetas · Baldes · Costales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.207775,-75.550318
Corporacion trasescena carrera 40 #47-65,Medellín,Antioquia,Corporacion trasescena carrera 40 #47-65,Voluntarios · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Porras · Barras de demolición · Percutores · Discos de pulidora · Cinceles · Seguetas · Baldes · Costales ·,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.243704,-75.561723
edificio porton del laurel carera 80 #34b-30 apto 601,Medellín,Antioquia,edificio porton del laurel carera 80 #34b-30 apto 601,Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Cintas de seguridad · Electrolitos · Botiquín · Tapers · Carpas · Colchonetas · Pañales · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.240725,-75.602735
Inversiones acosta S.A.S,Medellín,Antioquia,calle 30a #72a 60,Linternas · Botiquín · Electrolitos · Tapers · Pañales · Comida para animales · Guantes de obra · Gafas de seguridad · Tapabocas · Cintas de seguridad · Colchonetas · Carpas · implementos de cocina,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.232326,-75.593429
LATIN LOVER,Medellín,Antioquia,Tienda LATIN LOVER carrera 32d #9-29,Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Porras · Barras de demolición · Percutores · Discos de pulidora · Cinceles · Seguetas · Baldes · Costales · Cintas de seg,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.207778,-75.564131
MISHKA CALLE 29 #79A-62,Medellín,Antioquia,MISHKA CALLE 29 #79A-62,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Tapers · Botiquín · Electrolitos · Pañales · Comida para animales · Cintas de seguridad · MATERAIL PARA EMPACAR DONACIONE,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.230682,-75.60026
prado centro calle 65 #50b-24,Medellín,Antioquia,prado centro calle 65 #50b-24,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Cintas de seguridad · Electrolitos · Botiquín · Tapers · Carpas · Pañales · Comida para animales · Comida para bebes.,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.262048,-75.562291
SON OF SON,Medellín,Antioquia,son of son calle 10d #30a-115,Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Discos de pulidora · Percutores · Barras de demolición · Porras · Cinceles · Seguetas · Baldes · Costales · Cintas de seg,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.210811,-75.560786
BOG - Calle 116 #71A 49,Bogotá,Bogotá D.C.,Calle 116 #71A 49,Comida para animales · Pañales · Colchonetas · Botiquín · Tapers · Electrolitos · Carpas · Cintas de seguridad · Baldes · Costales · Seguetas · Cinceles · Discos de pulidora · Percutores · Barras de d,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.699892,-74.078504
BOG - Vive Claro puerta 10,Bogotá,Bogotá D.C.,SIN DATO,Linternas · Palas · Picas · Porras · Botiquín · Pañales · Comida para animales · Comida · Medicamentos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.649151,-74.097553
Carulla Calle 85 - Unidos por Colombia,Bogotá,Bogotá D.C.,Ac 85 #15-23,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3007767779,agosto 14,PUNTO DE ACOPIO,4.671322,-74.057691
Cra. 28a #78 - 50,Bogotá,Bogotá D.C.,Cra. 28a #78 - 50,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Electrolitos · Botiquín · Pañales · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.67017,-74.066113
Cruz Roja - Avenida Carrera 24 #73-83,Bogotá,Bogotá D.C.,Avenida Carrera 24 #73-83,Agua · Comida · Pañales · Colchonetas · Comida para animales · Botiquín · Gafas de seguridad · Guantes de obra,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.664381,-74.066133
Universidad Nacional,Bogotá,Bogotá D.C.,Universidad Nacional U,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.638743,-74.085238
RIOSUCIO CALDAS,Riosucio,Caldas,BONAFONT,Voluntarios · Agua · Comida · Guantes de obra · Palas · Discos de pulidora · Baldes · Botiquín · Barras de demolición · Tapabocas · Linternas · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,5.420773,-75.702657
Centro de acopio /tienda PATINAJE,Popayán,Cauca,Cra 9 # 2n 55,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Botiquín · Carpas · Pañales · Colchonetas · Comida para animales · Electrolitos · Costales · Baldes · Cin,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,2.450034,-76.623044
Quimbaya,Quimbaya,Quindío,Alcaldía de Quimbaya,Gafas de seguridad · Tapabocas · Palas · Picas · Porras · Barras de demolición · Percutores · Botiquín · Voluntarios · Agua · Comida · Guantes de obra · Colchonetas · Electrolitos · Carpas · Comida pa,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.623478,-75.762252
La Virginia (Risaralda) — municipio afectado,La Virginia,Risaralda,"La Virginia, Risaralda",Agua potable · Alimentos no perecederos · Medicamentos e insumos · Ropa en buen estado · Aseo personal,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.899599,-75.882566
Campinas de Alcala,Pereira,Risaralda,"Q7Q5+W6 Pereira, Risaralda",Agua · Comida · Pañales · Botiquín · Guantes de obra · Pañales adulto - M,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE AGUA,4.789832,-75.741886
Casa cultural Alfonso López,Pereira,Risaralda,Casa cultural Alfonso López,Linternas · Botiquín · Agua · Comida · Comida para animales · Personal veterinario voluntario (Asi sea contacto),SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.810914,-75.676673
Clínica COMFAMILIAR Pereira,Pereira,Risaralda,Clínica COMFAMILIAR Pereira,Agua · Comida · Electrolitos · Botiquín · Insumos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,HOSPITAL,4.806655,-75.680775
Expofuturo,Pereira,Risaralda,Expofuturo,Voluntarios,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,4.805329,-75.755543
Parque del recreo cuba,Pereira,Risaralda,Parque del recreo cuba,Carpas · Bloqueadores · manteca de cacao o hidratantes de labios para los niños,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,ALBERGUE,4.792327,-75.740391
Providencia Pereira,Pereira,Risaralda,Providencia Pereira,Tapabocas · Comida para animales · Voluntarios · Linternas · Agua · Guantes de obra · Gafas de seguridad,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,ALBERGUE,4.803408,-75.697418
San Nicolás,Pereira,Risaralda,San Nicolás,Colchonetas · Pañales · Comida para animales · Cintas de seguridad · Linternas · Agua · Botiquín · Aseo personal,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,ALBERGUE,4.809461,-75.706411
Salón comunal barrio Rojas Pinilla,SAN GIL,Santander,SAN GIL - Salón comunal barrio Rojas Pinilla,Voluntarios · Linternas · Palas · Picas · Barras de demolición · Porras · Percutores · Cinceles · Seguetas · Discos de pulidora · Baldes · Costales · Cintas de seguridad · Electrolitos · Guantes de ob,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,6.560278,-73.138395
Carrera 8#12-40,Buga,Valle del Cauca,Carrera 8#12-40,Agua · Comida · Linternas · Cintas de seguridad · Botiquín · Carpas · Colchonetas · Pañales · Comida para animales · Tapabocas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3234054700,agosto 14,PUNTO DE ACOPIO,3.902747,-76.29446
GYM CASA ESTUDIO,Buga,Valle del Cauca,GYM CASA ESTUDIO,Comida · Carpas · Pañales · Colchonetas · Alimentos perecederos · Agua · COBIJAS · GRANOS · PASTAS · ENLATADOS · BOTELLAS VACÍAS · Comida para animales · Linternas · ROPA DE BEBÉ,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.887732,-76.299202
Acopio Ayuda para Dagua,Cali,Valle del Cauca,"Avenida 7A Norte #56-120 Edificó Santorini, Barrio Menga Cali",Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Porras · Colchonetas · Pañales · Carpas · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.488842,-76.526692
Acopio Ciudadela Petronio — Coliseo El Pueblo,Cali,Valle del Cauca,Unidad Deportiva Alberto Galindo,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3127356395,agosto 14,PUNTO DE ACOPIO,3.413385,-76.551735
Acopio Fuerza Valle — CC La Estación (principal),Cali,Valle del Cauca,"Carrera 2B # 38-14, Centro Comercial La Estación, Cali",Víveres no perecederos · Agua e hidratación · Elementos de aseo · Carpas · Colchonetas · Cobijas y sábanas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.46462,-76.513284
Acopio Fuerza Valle — San Antonio (secundario),Cali,Valle del Cauca,"Carrera 5 # 2-80, San Antonio, Cali",Víveres no perecederos · Agua e hidratación · Elementos de aseo · Carpas · Colchonetas · Cobijas y sábanas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.448173,-76.538933
ACOPIO MI DON PARA SERVIR,Cali,Valle del Cauca,Carrera 44 #8a - 03,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Baldes · Costales · Cintas de seguridad · Electrolitos · Botiquín · Tapers · Carpas · Colchonetas · Pañales · Cobijas · A,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3187767565,agosto 14,PUNTO DE ACOPIO,3.416907,-76.540085
Acopio Para El Darién y Pueblos,Cali,Valle del Cauca,Cra 39a 34 147,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Discos de pulidora · Percutores · Cinceles · Cintas de seguridad · Electrolitos · Botiquín · Tapers · Carpas · Colchoneta,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3057071744,agosto 14,PUNTO DE ACOPIO,3.419385,-76.508857
Altos de Meléndez,Cali,Valle del Cauca,Altos de Meléndez,"Voluntarios · Comida para animales · Botiquín · Colchonetas · ""estufa"" ""ollas"" ""mesas"" ""gas"" ""menaje cocina"" ""platos"" ""vasos"" · Carpas",SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,COCINA COMUNITARIA,3.377051,-76.549896
Avenida 3 c norte # 62 n 77,Cali,Valle del Cauca,Avenida 3 c norte # 62 n 77,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,3183130402,agosto 14,PUNTO DE ACOPIO,3.490349,-76.515032
Avenida 3 FN numero 59 N 120 -Unidad Recodo de la Flora casa 22.,Cali,Valle del Cauca,Avenida 3 FN numero 59 N 120 -Unidad Recodo de la Flora casa 22.,Agua · Comida · Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Palas · Picas · Porras · Barras de demolición · Percutores · Discos de pulidora · Cinceles · Seguetas · Baldes · Costales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.489596,-76.5168
Ayudas para norte del valle,Cali,Valle del Cauca,Carrera 17 #21-37,Agua · Comida · Tapabocas · Linternas · Electrolitos · Carpas · Colchonetas · Pañales · Comida para animales · Guantes de obra · Palas · Seguetas · Botiquín · Productos de aseo · medicamentos · cobija,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3167548296,agosto 14,PUNTO DE ACOPIO,3.442712,-76.520569
Calle 27 #36 10 el jardin,Cali,Valle del Cauca,Calle 27 #36 10 el jardin,Comida · Colchonetas · Pañales · Comida para animales · Carpas · Voluntarios · Guantes de obra · Gafas de seguridad · Tapabocas,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.423677,-76.517129
Calle 5 - 16 Biblioteca la dignidad,Cali,Valle del Cauca,Calle 5 - 16 Biblioteca la dignidad,Linternas · Palas · Baldes · Electrolitos · Botiquín · Carpas · Guantes de obra · Gafas de seguridad · Tapabocas · Elementos para llevar al norte del Valle del Cauca,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.442798,-76.536957
Calle 59d #2a17 — ¡Sumemos fuerzas por Rodalnillo! 🚨,Cali,Valle del Cauca,Calle 59d #2a 17,Comida · Pañales · Botiquín · Comida para animales · Agua · Carpas · Linternas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.469807,-76.494081
Barrio Calipso,Cali,Valle del Cauca,Calle 72h #28 d3 02,Comida · Guantes de obra · Linternas · Carpas · Colchonetas · Pañales · Electrolitos · Tapabocas · Agua · Acopio para La vereda SAN JUAN · corregimiento las delicias MEDIA CANOA,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3245036999,agosto 14,PUNTO DE ACOPIO,3.424599,-76.49616
Calle 8 14 106,Cali,Valle del Cauca,Calle 8 14 106,Agua · Gafas de seguridad · Linternas · Tapabocas · Palas · Picas · Porras · Barras de demolición · Cinceles · Seguetas · Baldes · Cintas de seguridad · Tapers · Electrolitos · Carpas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PRIVADO,3.442386,-76.534299
Calle 84 1a1-258 Ramali,Cali,Valle del Cauca,Calle 84 1a1-258 Ramali,Electrolitos · Linternas · Pañales · Colchonetas · Carpas · Toallitas húmedas · acetaminofén para niños venta libre · Jarabe para la tos venta libre · Compota,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,HOSPITAL,3.488946,-76.484142
Canchas panamericanas,Cali,Valle del Cauca,Canchas panamericanas,Comida · Colchonetas · Pañales · Botiquín · Ropa de hombre · PARAMEDICOS VOLUNTARIOS (9am-2pm),SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.421818,-76.536124
Carrera 126 #5-100,Cali,Valle del Cauca,Carrera 126 #5-100,Agua · Colchonetas · Electrolitos · Linternas · Comida,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.333986,-76.545565
Carrera 18 # 4a - 16,Cali,Valle del Cauca,Carrera 18 # 4a - 16,Comida · Dentro de acopio para buenaventura,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3183130402,agosto 14,PUNTO DE ACOPIO,3.441308,-76.540019
Carrera 26 g6 #72s-160,Cali,Valle del Cauca,Carrera 26 g6 #72s-160,Agua · Comida · Pañales · Comida para animales · Linternas · Tapabocas · Botiquín · Carpas · Guantes de obra · Gafas de seguridad · Electrolitos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3156973125,agosto 14,PUNTO DE ACOPIO,3.4396,-76.534939
Carrera 28 D328-68 parqueadero robles,Cali,Valle del Cauca,Carrera 28 D328-68 parqueadero robles,Colchonetas · Pañales · Carpas · Comida,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3183130402,agosto 14,PUNTO DE ACOPIO,3.423102,-76.494286
Carrera 56 # 13C-29,Cali,Valle del Cauca,Carrera 56 # 13C-29,Agua · Electrolitos · Botiquín · Pañales · Alimentos No Perecederos · Aseo Personal,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.404952,-76.534135
Casa Cristiana Internacional,Cali,Valle del Cauca,Calle18#106-46,Agua · Comida · Linternas · Tapabocas · Electrolitos · Colchonetas · Pañales · Comida para animales · Alimentos no perecederos · elementos de aseo · fórmula para bebés · insumos médicos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3186318389,agosto 14,PUNTO DE ACOPIO,3.363177,-76.531681
Casa de acopio para buenaventura,Cali,Valle del Cauca,Cra 36#26-30,Agua · Tapabocas · Linternas · Botiquín · Pañales · Colchonetas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3216647543,agosto 14,PUNTO DE ACOPIO,3.421094,-76.519798
Centro Cultural Comuna 1 - Vista Hermosa,Cali,Valle del Cauca,SIN DATO,Agua · Electrolitos · Botiquín · Carpas · Colchonetas · Pañales · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.462292,-76.587291
Centro de acopio Colegio Bilingüe Lacordaire,Cali,Valle del Cauca,Centro de acopio Colegio Bilingüe Lacordaire,Guantes de obra · Gafas de seguridad · Tapabocas · Linternas · Carpas · Colchonetas · Pañales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.377194,-76.543076
Centro de acopio Universidad Icesi (medicamentos),Cali,Valle del Cauca,"Universidad Icesi, Edificio G-108G",Cánulas de Guedel · Máscaras simples · Mantas térmicas · Alimento para animales · Pañales · Colchonetas · Carpas · Agua · Gafas de seguridad · Linternas · Isodine solucion · isodine espuma · Micropore,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3207163511,agosto 14,PUNTO DE ACOPIO,3.340881,-76.529179
Centro de Recolección Iglesia Familia de Dios (Centro Comercial Santiago Plaza),Cali,Valle del Cauca,Centro de Recolección Iglesia Familia de Dios (Centro Comercial Santiago Plaza),Agua · Comida · Tapabocas · Linternas · Electrolitos · Botiquín · Pañales · Colchonetas · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3168617288,agosto 14,PUNTO DE ACOPIO,3.400952,-76.523981
Clínica Rey David — evacuación,Cali,Valle del Cauca,Clínica Rey David,Apoyo para evacuar pacientes,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,HOSPITAL,3.427267,-76.538518
Cll. 13c no. 49-15,Cali,Valle del Cauca,Cll. 13c no. 49-15,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SI,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.409051,-76.531352
Colegio Lacordaire,Cali,Valle del Cauca,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,ALBERGUE,3.377475,-76.543166
Coliseo de Hocky Miguel Calero,Cali,Valle del Cauca,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,ALBERGUE,3.42206,-76.537909
CRA 65A #10A - 147,Cali,Valle del Cauca,CRA 65A #10A - 147,Tapabocas · Botiquín · Ropa - Alcohol - Medicamentos · Este punto NO EXISTE,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.399527,-76.540782
Cra 83c #38-10 casa 28 conjunto R ciudadela confandi,Cali,Valle del Cauca,Cra 83c #38-10 casa 28 conjunto R ciudadela confandi,Agua · Comida · Tapabocas · Botiquín · Carpas · Linternas · Antibióticos orales y endovenosos · dipirona · AINES · lidocaina · vendajes · a pósitos estériles · alimentos no perecederos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.383419,-76.521371
Donación para montañitas y restrepo,Cali,Valle del Cauca,Carrera 28 #34-12 bello horizonte de Cali,Agua · Comida · Linternas · Tapabocas · Botiquín · Carpas · Colchonetas · Pañales · Comida para animales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3117354818,agosto 14,PUNTO DE ACOPIO,3.432445,-76.505022
Donaciones,Cali,Valle del Cauca,Calle 23 #7-21,Colchonetas · Comida para animales · Voluntarios · Cobijas,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3018324740,agosto 14,PUNTO DE ACOPIO,3.453978,-76.521185
El Morumbi - Acopio,Cali,Valle del Cauca,Carrera 70 calle 13a 1 - 11,Comida · Gafas de seguridad · Tapabocas · Electrolitos · Pañales,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,SIN DATO,agosto 14,PUNTO DE ACOPIO,3.394043,-76.535717
El Refugio,Cali,Valle del Cauca,"Calle 4 #66B-52, detrás del edificio Miroliving",Pilas · Gafas de seguridad · Guantes de obra · Linternas · Iluminación · cascos y guantes · Medicamentos endovenosos · Antibióticos,SIN DATO,SIN DATO,SIN DATO,NO,SIN DATO,3012881481,agosto 14,COCINA COMUNITARIA,3.397223,-76.547695
