zz,pp,censo,n_mesas,cam_turnout,briceno,uscategui,cote,mosquera,lorduy,gordillo,juvinao,toro,bleidy,borda,pacto_list,cd,verde,liberal,salvacion,sen_pacto,sen_cd,sen_alianza,sen_ahora,sen_salvacion,sen_liberal,pres_turnout,cepeda,abelardo,m_cam,m_pres
04,02,6820,21,2457,133,20,32,17,8,11,38,10,23,31,885,431,221,93,112,918,424,310,156,113,144,3226,1527,1030,21,18
04,03,11461,35,4845,156,14,44,43,20,15,50,31,54,69,2073,618,378,257,204,2075,580,539,260,200,302,6468,3688,1611,35,31
04,04,8005,24,3912,124,21,42,32,12,8,26,14,119,30,1566,511,254,337,143,1597,457,407,212,128,385,4909,2659,1245,24,22
04,05,12567,38,5664,169,23,51,39,18,21,49,58,43,67,2337,698,494,290,233,2475,611,654,313,224,362,7607,4229,1976,38,34
04,06,7205,22,3541,187,23,50,29,19,12,33,28,44,37,1295,616,332,142,183,1291,565,426,249,159,250,4724,2280,1480,22,20
04,07,4761,15,2071,126,10,14,14,9,14,20,6,28,47,659,383,144,80,124,670,377,246,202,119,127,2609,1112,916,15,13
04,08,12510,38,5089,260,55,37,25,29,30,33,28,56,77,1801,935,384,233,276,1845,905,520,294,269,335,6657,3112,2167,38,33
04,09,10320,31,4911,184,30,36,31,38,62,37,36,71,75,1856,715,397,227,253,1906,614,514,284,251,390,6263,3248,1860,31,28
04,10,4446,14,2051,40,6,31,22,6,10,19,8,18,23,800,247,126,112,71,805,204,226,177,82,132,2613,1441,656,14,12
04,11,8812,27,4068,108,26,27,31,20,23,38,17,60,48,1648,512,310,212,158,1700,459,418,244,134,315,5281,2918,1344,27,24
04,12,11237,34,5510,198,38,55,88,49,22,47,24,36,77,2046,886,407,220,281,2062,813,601,355,232,361,7183,3593,2212,34,31
04,13,5842,18,2504,52,11,17,16,9,14,23,15,22,31,1027,264,224,103,86,1030,254,314,124,93,130,3292,1914,790,18,16
04,14,9949,30,4848,119,23,36,20,16,27,29,22,151,36,1960,496,461,319,144,2021,464,458,274,138,407,6269,3643,1480,30,27
04,15,7741,24,3766,75,13,28,49,8,5,30,16,51,57,1522,401,319,168,178,1547,385,400,207,157,281,4911,2673,1217,24,21
04,16,17941,54,8157,225,38,68,70,41,39,69,32,269,97,3158,1076,700,555,339,3253,973,930,467,314,569,10794,5759,2823,54,49
04,17,11093,34,5086,117,22,35,58,26,19,36,13,31,68,2219,569,375,170,231,2217,443,483,321,208,309,6859,3999,1602,34,30
04,18,3708,12,1651,43,8,1,20,1,6,4,2,19,19,819,173,101,63,51,827,130,123,101,59,104,2239,1412,425,12,10
04,19,5065,16,2531,49,10,11,45,26,23,15,14,27,17,1110,315,171,109,66,1116,253,279,167,64,144,3338,1939,741,16,14
04,20,7852,24,3704,76,12,18,28,7,30,21,9,42,53,1569,397,331,128,160,1595,384,400,188,137,194,4838,2722,1126,24,21
04,21,8361,26,3266,47,61,21,29,12,34,12,13,38,28,1482,380,228,124,98,1531,305,357,128,85,190,4691,2871,926,26,23
04,22,8588,26,4545,240,24,38,46,30,26,55,26,50,78,1717,753,398,179,250,1707,689,576,324,248,276,5633,2776,1690,26,23
04,23,7126,22,3236,91,23,22,31,8,36,25,7,64,33,1332,434,207,172,116,1341,365,338,153,117,221,4375,2418,1076,22,20
04,24,4508,14,2331,61,12,21,5,20,32,17,10,34,27,886,299,190,109,94,927,260,258,190,98,183,3000,1536,845,14,13
04,25,3528,11,1900,64,7,13,19,4,5,13,4,30,25,767,230,157,88,91,797,222,215,146,84,111,2378,1218,657,11,10
04,26,2577,8,1231,25,8,8,13,5,3,7,5,11,18,526,126,102,41,41,557,96,129,88,49,52,1644,967,391,8,7
04,27,5322,16,2530,162,19,38,17,18,11,32,14,26,57,827,495,226,91,169,855,485,277,151,198,137,3257,1373,1259,16,15
04,28,9729,30,4174,129,26,43,44,24,18,38,29,52,44,1767,541,322,166,179,1802,470,466,249,188,265,5662,3170,1491,30,26
04,29,4266,13,2297,115,13,21,30,20,6,30,24,18,34,859,374,213,78,103,875,334,271,186,119,132,2936,1512,815,13,13
04,30,920,3,524,22,2,8,0,2,4,2,2,8,12,228,58,29,31,27,235,50,51,43,24,40,798,459,199,3,3
04,31,1446,5,767,26,4,7,2,1,4,8,1,8,12,343,95,58,37,36,355,83,88,29,23,43,1104,614,283,5,5
04,32,2973,9,1720,22,10,9,9,5,24,17,6,12,24,826,166,129,43,65,832,120,190,90,62,88,2689,1658,564,9,10
04,33,5029,16,2162,38,8,19,20,3,8,13,17,16,19,1096,198,143,72,57,1134,164,235,118,55,94,3575,2424,662,16,16
04,34,4986,15,2260,49,14,5,18,9,8,16,11,45,31,995,244,134,117,83,1040,216,222,150,61,117,3123,1923,648,15,14
04,35,3252,10,1576,33,15,4,11,11,11,10,6,20,8,771,159,115,69,41,794,120,145,86,38,106,2515,1632,483,10,10
04,36,1034,4,551,9,3,3,5,2,3,5,1,6,13,266,46,33,14,25,266,29,55,29,24,31,897,585,186,4,4
04,37,5661,17,2735,54,12,6,21,13,15,18,6,21,33,1432,239,174,87,81,1434,197,240,159,83,142,4617,3003,879,17,19
04,38,1385,5,623,11,5,7,4,2,0,6,2,10,5,300,47,34,28,20,308,30,69,42,26,43,1164,741,239,5,5
04,39,1816,6,883,20,6,9,11,5,2,9,2,17,11,410,81,66,41,30,415,68,77,53,25,75,1413,885,298,6,6
04,40,6128,19,2452,72,14,16,23,8,18,16,19,25,29,1103,309,154,102,100,1139,241,232,145,107,140,4229,2467,1033,19,19
04,41,1389,5,670,16,1,4,2,2,1,3,2,7,5,308,53,55,45,20,321,45,72,33,13,51,1146,713,252,5,5
04,42,2471,8,1143,30,10,7,6,9,4,2,6,23,11,493,143,69,52,30,498,102,118,91,38,78,1520,979,329,8,7
04,43,2490,8,1634,86,13,18,11,11,4,17,13,20,25,677,256,133,58,84,670,224,199,97,94,97,2444,1228,749,8,9
04,44,3001,9,1300,27,11,10,9,6,10,9,7,16,14,643,124,75,46,51,673,82,103,63,51,84,2169,1461,388,9,10
04,45,1525,5,738,11,1,4,7,1,12,9,2,8,6,342,61,37,93,27,380,45,55,39,23,43,1016,680,167,5,5
04,46,1155,4,738,20,0,1,8,1,1,5,4,3,9,359,74,47,24,26,346,57,76,40,31,56,1178,724,259,4,5
04,47,2184,7,1167,41,3,9,14,3,4,5,7,111,8,426,135,71,165,45,432,114,100,77,39,209,1799,1030,440,7,7
04,48,2007,7,1084,26,4,9,13,7,8,9,5,12,18,472,126,71,49,53,508,111,109,71,44,86,1928,1123,474,7,8
04,49,1119,4,602,21,2,5,5,2,0,5,2,16,5,266,74,41,29,19,274,58,49,41,26,50,1035,642,223,4,4
04,50,1051,4,532,4,0,11,6,6,1,4,2,9,10,263,51,30,20,23,260,34,53,51,15,28,1038,680,193,4,4
04,51,1499,5,685,16,7,1,6,6,5,6,3,5,6,313,84,41,17,34,317,66,69,29,26,25,1166,733,256,5,5
04,52,1836,6,1061,31,5,2,5,5,5,5,3,28,11,439,98,53,67,49,453,88,100,79,48,97,1773,1070,419,6,7
04,53,824,3,377,4,0,1,1,2,1,1,2,12,6,207,16,20,22,13,210,14,27,24,12,28,803,539,152,3,4
04,54,1195,4,732,25,2,9,15,7,3,8,8,11,11,289,114,55,35,34,290,94,87,49,22,46,1545,825,452,4,6
04,55,3608,11,1476,30,3,14,9,7,7,9,7,20,7,661,139,104,65,42,683,103,121,120,39,89,2783,1766,492,11,13
04,56,333,1,213,12,0,0,2,0,1,1,0,5,4,74,38,14,10,7,84,15,31,41,26,29,576,326,141,1,3
04,57,390,2,288,10,2,2,1,0,0,4,1,3,4,100,35,27,10,18,105,35,42,33,12,12,811,375,290,2,3
04,58,340,2,160,3,0,4,0,0,1,4,2,1,4,75,16,10,5,10,70,10,20,9,13,9,388,250,90,2,2
05,01,11513,35,3984,86,25,35,28,12,14,27,16,75,49,1602,444,254,200,118,1666,424,441,140,115,274,5376,3204,1243,35,30
05,02,2093,7,438,7,2,7,1,1,1,4,1,32,1,190,38,18,54,5,195,34,40,16,6,77,692,408,176,7,6
05,03,10164,31,3985,92,20,34,7,23,37,26,15,55,49,1859,444,219,159,162,1879,400,422,176,161,212,5586,3410,1245,31,27
05,04,7322,22,3323,76,16,34,15,16,8,36,8,55,40,1492,365,203,153,149,1468,318,364,149,120,184,4341,2590,966,22,20
05,05,14189,43,5843,165,33,70,46,57,72,38,15,83,90,2421,857,377,338,266,2456,807,581,226,247,470,7940,4302,2217,43,38
05,06,11610,35,5598,158,34,55,58,39,26,46,18,75,142,2272,765,393,220,309,2292,671,580,197,304,329,7365,3874,2030,35,31
05,07,6339,19,2709,70,19,58,22,10,59,14,14,40,32,1089,397,224,118,84,1126,291,335,109,77,175,3728,2127,906,19,17
05,08,9762,30,4918,157,21,54,43,36,134,42,19,66,100,1962,762,318,205,227,1978,572,582,259,232,316,6204,3340,1682,30,26
05,09,14065,43,6899,179,40,60,122,89,28,54,25,249,98,2777,993,447,460,304,2818,857,803,303,277,564,8852,4863,2377,43,38
05,10,9470,29,4389,133,37,41,52,21,25,31,23,47,70,1869,599,283,152,213,1928,510,488,230,212,247,5858,3302,1561,29,26
05,11,5464,17,2512,53,30,17,11,9,40,16,5,31,21,1005,331,191,104,89,994,279,313,111,81,142,3621,2128,768,17,16
05,12,2069,7,249,2,1,1,1,0,0,0,1,9,4,120,16,13,18,7,135,8,22,4,5,27,415,266,92,7,6
05,13,9457,29,4100,101,26,42,25,26,15,32,6,35,63,1670,524,255,143,187,1755,501,425,168,162,206,5603,3131,1458,29,26
05,14,9469,29,4250,77,23,50,34,15,18,39,15,75,87,1900,494,264,188,207,1957,476,473,183,183,252,5779,3324,1421,29,26
05,15,7211,22,3085,88,20,43,22,15,15,24,9,37,40,1234,473,187,139,121,1231,486,305,132,114,138,4263,2155,1245,22,20
05,16,4080,13,1614,21,4,11,8,3,10,2,2,24,13,713,144,87,105,46,719,122,157,56,42,128,2382,1531,416,13,12
05,17,6545,20,2695,58,15,39,35,17,19,29,5,30,53,1161,362,164,118,137,1173,303,284,104,130,183,3655,2125,963,20,18
05,18,7093,22,3246,68,17,44,18,12,25,19,9,15,36,1331,395,243,122,131,1353,409,391,166,114,190,4463,2422,1168,22,20
05,19,6679,20,3209,72,16,23,34,14,12,26,10,25,53,1254,416,289,133,148,1265,396,402,132,142,154,4326,2334,1116,20,19
05,20,6622,20,3615,105,20,30,26,73,61,14,14,47,29,1689,525,213,120,100,1741,394,345,203,105,199,4979,3038,1109,20,20
05,21,8268,25,3684,91,14,31,25,10,13,25,6,27,33,1735,443,245,127,123,1713,454,410,137,113,191,5119,3028,1169,25,23
05,22,10495,32,5123,188,32,44,39,27,11,52,21,47,81,2323,642,332,157,234,2367,582,582,254,232,231,6732,3958,1615,32,28
05,23,6288,19,3008,54,10,40,18,25,18,24,14,33,32,1433,305,211,132,96,1497,243,344,133,101,202,4345,2746,930,19,18
05,24,3610,11,1745,39,10,13,11,13,10,9,5,25,24,906,171,88,61,63,922,145,169,65,51,94,2558,1671,495,11,11
05,25,2597,8,1288,28,8,5,2,10,16,5,1,13,13,702,146,47,40,41,692,101,137,38,39,58,2105,1388,416,8,9
05,26,7614,23,3573,57,13,32,19,12,10,16,9,44,55,1828,295,218,122,125,1885,245,361,141,119,217,5370,3519,991,23,23
05,27,1820,6,899,19,4,10,5,1,1,5,2,6,11,394,79,62,24,32,421,71,83,37,33,48,1360,811,316,6,6
05,28,2498,8,1206,18,1,9,7,5,3,3,3,14,15,603,114,72,38,40,613,88,123,44,49,65,1744,1176,310,8,8
05,29,2966,9,1547,28,16,20,10,2,3,7,3,11,26,778,148,77,49,60,777,126,151,87,55,70,2546,1598,535,9,10
05,30,7883,24,2970,43,15,24,20,11,11,16,10,17,34,1525,266,180,89,95,1563,219,296,108,83,140,4390,2928,799,24,22
05,31,2802,9,1335,27,6,13,5,2,2,11,1,5,18,605,138,70,63,74,620,140,114,61,67,81,2015,1243,472,9,9
05,32,4261,13,1812,30,7,14,9,12,5,15,7,32,24,842,185,114,64,59,864,171,205,78,56,103,2980,1903,614,13,14
05,33,3493,11,1574,28,5,24,6,1,13,16,8,17,12,818,125,144,52,44,840,96,226,61,32,68,2786,1906,489,11,12
05,34,3709,12,1657,28,8,9,3,6,0,12,6,37,17,768,142,93,73,53,796,117,194,67,49,105,2262,1502,414,12,10
05,35,2722,9,1205,29,10,8,5,3,3,9,12,9,14,597,103,86,38,43,605,93,138,53,37,68,2078,1393,371,9,9
05,36,4495,14,1973,46,11,20,14,7,11,14,5,30,25,958,215,98,81,81,957,183,193,138,84,131,3511,2245,747,14,15
05,37,1105,4,382,9,2,2,6,1,3,3,6,2,4,201,44,26,15,14,199,33,48,20,12,25,649,446,123,4,4
05,38,2176,7,1040,17,5,8,11,9,4,7,7,31,10,509,91,56,54,37,525,81,101,55,35,75,1520,1017,275,7,7
05,39,2330,7,1145,34,14,13,21,8,4,5,6,19,17,528,147,61,46,57,540,129,104,56,52,83,2051,1244,508,7,8
05,40,269,1,86,3,2,0,0,1,2,0,0,2,1,30,13,3,5,3,34,12,11,0,3,8,153,91,33,1,1
05,41,1863,6,858,10,4,3,4,2,5,3,2,3,18,373,66,43,27,47,413,69,69,59,43,29,1567,996,303,6,7
05,42,2072,7,1015,20,7,3,8,3,3,5,3,22,18,474,102,47,46,41,473,88,108,40,47,81,2110,1307,490,7,9
05,43,1020,4,554,16,9,7,6,6,5,2,1,5,13,227,84,20,23,30,234,86,52,25,23,24,1274,705,364,4,5
05,44,6469,20,3097,90,19,27,27,19,16,25,13,34,51,1455,352,183,135,130,1440,280,299,167,138,216,6002,3629,1382,20,24
05,45,567,2,350,9,3,5,3,3,2,2,2,1,4,133,39,32,9,13,142,25,28,56,11,26,764,428,193,2,3
05,46,301,1,224,4,0,3,0,4,3,4,0,3,4,107,22,12,8,12,104,28,18,16,13,8,637,375,163,1,2
05,47,258,1,153,4,0,2,1,0,2,0,0,3,3,61,15,23,10,5,67,13,30,4,9,14,379,249,83,1,2
05,48,673,3,323,4,0,2,1,4,0,3,1,0,6,152,24,23,8,10,168,22,29,10,11,13,969,611,201,3,4
05,49,522,2,327,10,1,3,2,7,2,1,1,4,9,162,41,17,14,11,166,35,40,14,10,22,904,539,225,2,4
05,50,441,2,319,13,5,1,3,3,0,0,1,7,4,146,39,10,14,21,155,36,23,13,15,21,814,492,183,2,3
05,51,197,1,114,3,3,3,3,0,1,3,0,2,2,59,18,6,3,4,58,10,11,5,5,6,365,234,84,1,2
05,52,441,2,214,3,4,3,2,2,1,1,0,3,1,99,19,7,11,6,93,18,18,9,3,9,475,283,121,2,2
05,53,213,1,170,4,4,0,0,1,0,1,0,1,5,91,19,10,5,7,90,13,14,12,6,2,326,188,94,1,2
06,01,10740,33,3671,165,26,37,38,12,17,38,13,34,42,1361,611,266,145,194,1363,630,443,180,163,184,5119,2468,1638,33,29
06,02,10656,32,5144,234,38,56,59,17,33,56,31,43,79,1808,904,442,215,275,1777,839,561,205,258,450,6430,2901,2248,32,29
06,03,4253,13,1688,61,10,16,22,1,13,16,14,40,28,618,252,114,110,110,650,249,202,64,93,117,2185,1022,742,13,12
06,04,11136,34,5123,274,31,88,150,34,43,48,40,25,86,1657,1166,420,207,243,1689,959,605,229,261,372,6638,2909,2417,34,30
06,05,9283,28,4097,157,32,47,88,22,56,25,41,19,73,1352,884,370,142,208,1393,831,461,153,184,212,5468,2378,2150,28,25
06,06,11394,35,4998,308,50,53,30,16,27,76,39,29,87,1766,924,532,157,271,1782,885,693,275,296,279,6361,2882,2190,35,30
06,07,8660,26,3942,178,26,30,41,18,34,36,11,14,70,1377,668,382,144,209,1397,648,474,205,193,248,5023,2398,1621,26,24
06,08,10620,32,5357,237,30,44,28,18,56,73,56,50,91,1920,849,642,213,258,1962,809,730,256,260,393,6729,3244,2126,32,29
06,09,11857,36,5761,377,34,120,57,48,22,75,34,37,114,1899,1196,432,213,351,1867,1102,620,246,354,472,7084,2862,2790,36,31
06,10,4396,14,2399,157,22,42,12,18,12,38,32,29,53,707,495,226,90,163,711,496,290,130,161,171,2868,1121,1162,14,12
06,11,6516,20,3067,113,32,30,27,26,55,19,13,25,38,1109,584,195,141,135,1130,562,279,164,130,224,4026,1781,1545,20,18
06,12,4115,13,1773,104,19,20,17,13,10,20,11,7,32,597,342,137,58,108,611,296,206,91,93,140,2304,1016,871,13,11
06,13,2137,7,810,33,10,7,1,1,8,7,1,5,7,362,112,54,22,30,368,106,88,48,28,36,1135,643,314,7,6
06,14,9196,28,4986,270,32,51,29,23,41,54,54,29,70,1831,809,514,150,255,1854,765,644,314,259,291,6099,2996,1838,28,24
06,15,3097,10,1527,53,12,20,7,7,11,14,12,6,35,646,208,138,47,75,665,187,181,56,68,98,1941,1073,540,10,9
06,16,3751,12,1998,75,15,18,18,6,11,9,11,22,25,706,296,161,106,84,715,279,228,89,75,182,2490,1232,796,12,10
06,17,2062,7,1206,52,8,10,11,4,5,8,6,13,26,448,192,86,45,67,429,174,152,72,73,79,1535,744,516,7,6
06,18,1725,6,883,36,4,11,8,4,12,9,6,2,16,362,159,55,20,63,360,130,97,45,50,49,1135,566,385,6,5
06,19,1580,5,916,41,5,23,9,3,7,10,6,4,21,272,151,81,32,62,265,139,110,59,57,73,1348,556,525,5,5
06,20,4015,13,2164,99,22,68,10,5,10,17,16,13,33,801,398,163,76,126,807,323,254,80,141,173,2752,1335,953,13,11
06,21,1611,5,831,25,4,5,8,5,3,9,4,5,12,290,128,55,21,45,298,114,108,48,44,74,1358,657,405,5,6
06,22,461,2,261,20,1,1,0,0,1,2,1,0,4,93,47,38,5,22,92,49,45,16,16,11,394,192,120,2,2
06,23,458,2,218,10,1,3,2,1,0,2,1,1,5,88,30,16,9,13,92,30,35,13,15,14,380,195,111,2,2
06,24,1931,6,1173,46,6,14,12,1,8,14,5,10,29,449,160,79,33,78,447,123,150,62,71,49,2012,1017,632,6,7
06,25,3857,12,1463,40,14,15,8,6,5,14,6,22,18,630,176,87,70,78,645,159,172,84,65,96,2653,1486,761,12,13
06,26,1549,5,611,19,2,8,8,3,4,4,0,2,14,255,81,47,22,35,272,63,71,37,24,37,824,455,225,5,5
06,27,853,3,390,10,1,1,4,0,3,4,3,0,2,167,48,32,9,13,179,46,31,11,17,24,667,380,175,3,3
06,28,3233,10,2036,99,17,19,9,7,10,25,27,21,26,786,294,252,70,94,812,261,300,163,89,137,3346,1711,1008,10,12
06,29,5324,16,2671,107,23,34,85,12,25,16,23,13,46,1036,482,209,76,158,1059,359,325,137,139,139,4386,2247,1320,16,18
06,30,2248,7,1283,62,8,11,12,7,16,15,7,8,20,498,218,118,38,71,516,186,156,61,77,85,2252,1144,735,7,8
06,31,3535,11,2082,70,17,14,12,14,8,25,10,17,37,769,273,207,79,107,809,257,218,113,111,177,3359,1733,1034,11,12
06,32,916,3,448,12,4,4,3,7,33,3,3,5,6,157,88,21,34,18,154,60,34,35,16,47,884,419,318,3,4
06,33,1255,4,661,29,3,11,3,2,2,2,6,12,9,190,94,46,38,27,198,102,85,32,29,88,1000,414,400,4,4
06,34,409,2,262,10,0,2,3,0,0,0,4,1,4,114,27,30,11,10,113,26,37,19,12,15,755,425,219,2,3
06,35,116,1,84,4,0,0,0,1,1,0,0,0,0,30,14,7,2,5,32,9,7,8,7,8,177,81,56,1,1
06,36,1019,4,709,24,5,11,7,4,4,5,2,5,11,227,101,37,41,31,230,79,49,27,36,141,1560,717,587,4,6
06,37,90,1,49,1,0,1,0,0,0,0,0,0,1,22,3,2,2,1,23,2,6,1,1,2,131,72,28,1,1
07,01,24239,73,8445,319,53,68,62,53,30,90,31,66,163,3486,1174,549,347,430,3579,1128,886,410,441,510,12040,6287,3605,73,64
07,02,10010,30,4714,293,44,42,36,28,49,83,21,46,110,1496,957,426,150,334,1478,976,622,226,296,267,5867,2469,2246,30,27
07,03,9165,28,4123,172,34,34,37,19,15,31,21,22,79,1654,653,296,153,211,1654,616,432,233,208,223,5462,2830,1641,28,25
07,04,8905,27,4140,165,20,39,33,16,21,44,19,53,76,1537,682,260,177,248,1527,656,426,247,233,227,5423,2557,1775,27,24
07,05,13081,40,6258,238,36,61,39,35,23,49,22,124,107,2349,960,365,436,325,2394,990,622,299,321,527,8467,4087,2819,40,36
07,06,20319,61,9223,296,57,128,56,55,39,83,31,61,126,3590,1455,581,328,437,3661,1406,953,460,412,462,12513,6144,3939,61,54
07,07,14187,43,6455,268,40,61,53,27,17,46,26,114,114,2620,982,324,331,354,2627,933,665,340,364,443,8545,4316,2621,43,38
07,08,11792,36,4513,162,26,35,26,19,9,48,18,31,74,1869,627,286,166,206,1889,650,510,231,187,233,6166,3153,1888,36,31
07,09,10538,32,4653,134,32,33,25,15,30,26,17,118,75,2055,561,225,282,206,2102,514,465,194,194,371,6294,3531,1643,32,29
07,10,8594,26,3699,98,24,38,26,16,15,37,50,77,55,1604,454,260,208,174,1629,402,430,185,167,253,5006,2846,1271,26,23
07,11,11451,35,5670,204,34,71,68,59,89,35,26,35,103,1959,1075,355,200,288,2013,952,572,282,281,384,7600,3446,2665,35,31
07,12,7059,22,3168,124,27,42,33,8,10,17,10,48,45,1225,507,188,167,165,1223,493,344,158,167,220,4239,2113,1334,22,19
07,13,10845,33,5280,205,47,59,67,17,18,55,33,36,84,1932,890,405,173,263,1965,818,630,299,246,287,7114,3364,2290,33,30
07,14,7241,22,3073,78,13,24,10,8,16,16,62,54,34,1450,311,211,169,117,1470,289,330,136,117,223,4511,2708,1071,22,21
07,15,5262,16,2526,119,15,23,24,19,14,18,9,42,47,953,408,146,131,145,972,374,252,169,128,177,3317,1631,1105,16,15
07,16,7591,23,2995,58,10,12,23,6,6,12,6,5,40,1376,363,140,66,117,1424,330,262,103,109,126,4354,2561,1049,23,21
07,17,6346,19,2715,53,5,23,24,7,18,12,6,24,46,1213,266,156,120,120,1275,249,259,106,111,192,3677,2174,880,19,17
07,18,3109,10,1449,86,6,16,10,11,12,29,9,4,14,562,275,126,28,76,559,249,160,79,81,86,1840,891,613,10,9
07,19,9600,29,4868,183,23,37,24,11,46,50,17,87,74,1925,742,395,204,239,2002,738,505,232,218,310,6093,3069,1877,29,26
07,20,6282,19,2979,76,21,43,13,27,8,23,11,21,44,1180,430,212,117,133,1241,404,327,143,141,151,4116,2125,1181,19,17
07,21,12781,39,6088,191,34,53,36,22,14,52,22,25,62,2771,803,370,177,243,2871,781,685,258,252,277,8287,4733,2088,39,35
07,22,11943,36,6294,206,37,43,40,36,24,46,19,38,100,2736,841,377,189,321,2829,747,650,362,313,307,8191,4484,2226,36,33
07,23,9778,30,5091,124,32,42,46,15,22,39,15,27,74,2204,630,334,165,230,2311,570,583,239,193,259,7032,4081,1776,30,28
07,24,3435,11,1479,47,6,11,8,7,6,8,7,11,29,662,173,100,45,72,679,150,177,93,85,83,1997,1119,503,11,10
07,25,8258,25,3227,89,21,19,16,11,8,22,13,39,44,1511,328,180,153,138,1526,320,352,193,138,244,5186,3094,1251,25,24
07,26,8768,27,4350,102,28,37,17,24,12,27,25,15,63,1982,527,290,119,196,2031,470,458,254,180,216,5816,3322,1479,27,24
07,27,5846,18,2604,67,14,38,8,17,13,18,8,15,41,1209,306,176,93,102,1243,297,304,128,95,110,3991,2313,1012,18,17
07,28,12226,37,6790,204,37,68,37,69,22,47,24,77,97,2850,998,434,242,298,2934,854,753,321,286,350,8700,4671,2384,37,33
07,29,15950,48,7711,216,45,66,30,56,17,62,23,21,118,3744,911,469,176,334,3929,804,879,338,322,309,10470,6444,2401,48,43
07,30,8303,25,4769,132,29,37,27,18,12,48,25,17,77,2132,576,327,135,211,2168,539,516,296,201,237,7010,4020,1733,25,26
07,31,5805,18,2683,74,14,19,15,5,13,11,9,31,38,1310,299,134,129,113,1328,252,247,113,123,195,4169,2522,998,18,17
07,32,7489,23,3454,78,19,30,12,27,31,15,16,60,48,1693,372,168,150,127,1736,321,327,153,125,248,5296,3282,1178,23,22
07,33,4477,14,2021,74,14,20,13,10,10,17,9,18,32,807,289,113,74,108,841,247,226,154,116,108,3067,1602,921,14,13
07,34,3533,11,1673,40,9,22,10,6,8,12,11,7,29,743,218,112,48,74,765,191,195,96,65,74,2284,1301,615,11,10
07,35,2292,7,1068,32,4,6,12,15,12,10,2,7,20,451,156,74,36,58,467,152,100,56,49,64,1507,803,455,7,7
07,36,3772,12,2137,49,17,18,14,11,11,16,4,19,33,876,244,100,83,113,917,234,223,126,110,138,3173,1826,834,12,12
07,37,2755,9,1178,32,3,2,9,4,3,12,6,5,9,579,114,68,45,42,592,97,139,47,45,69,1565,954,375,9,8
07,38,1680,6,766,26,8,4,7,4,3,9,5,16,13,312,111,46,33,51,327,110,69,31,50,48,1048,592,295,6,5
07,39,5484,17,2704,65,20,19,6,16,8,22,19,35,30,1287,304,145,135,111,1312,283,278,132,101,186,4027,2394,975,17,17
07,40,8173,25,4014,79,25,21,19,24,11,40,15,9,58,1764,479,262,109,176,1854,433,453,249,177,161,6037,3421,1500,25,25
07,41,12732,39,5591,176,30,44,29,28,20,42,34,47,112,2637,599,298,196,264,2664,534,558,325,264,359,8769,5279,1995,39,38
07,42,5465,17,3122,187,34,27,21,28,32,48,24,42,74,1032,603,249,115,205,1011,532,424,219,201,203,4241,1851,1545,17,16
07,43,2629,8,1440,44,11,21,20,7,6,11,12,6,22,570,234,87,37,67,582,215,142,80,70,70,1850,931,550,8,8
07,44,2802,9,1348,47,12,17,7,4,5,21,6,3,25,596,174,99,25,52,611,165,164,60,54,60,1944,1121,486,9,8
07,45,11957,36,6200,123,34,50,28,19,13,54,19,22,81,3194,581,349,138,211,3329,504,645,294,219,244,8298,5319,1607,36,32
07,46,10145,31,4659,125,25,28,24,21,17,33,16,46,80,2288,477,232,156,213,2281,449,461,303,187,272,7420,4485,1719,31,31
07,47,2351,8,1159,34,11,7,8,1,2,9,6,13,19,502,123,67,32,53,516,123,109,136,52,53,1715,949,421,8,8
07,48,1390,5,842,39,6,8,8,5,5,4,5,7,14,338,142,44,32,38,340,142,92,62,37,50,1552,816,477,5,6
07,49,2805,9,1439,37,8,9,15,12,5,13,10,18,22,682,156,94,52,52,713,137,149,81,58,76,2447,1442,634,9,10
07,50,3020,10,1290,42,11,12,9,5,5,5,6,19,29,592,149,68,80,62,580,116,127,80,59,117,2011,1157,488,10,9
07,51,3233,10,1910,44,8,14,14,5,6,19,5,12,38,865,215,116,66,93,871,206,194,114,93,101,3167,1842,811,10,12
07,52,3855,12,1648,52,18,13,6,4,10,18,10,9,42,765,198,119,45,96,769,167,165,82,92,65,2360,1362,605,12,11
07,53,2539,8,1448,28,14,5,10,6,9,12,3,28,23,612,174,90,56,77,620,159,174,87,82,96,2190,1192,618,8,8
07,54,3612,11,1984,80,10,16,14,9,4,13,11,9,31,876,280,122,51,94,880,251,221,111,100,101,3639,1956,1045,11,13
07,55,1815,6,798,23,6,9,4,6,1,8,7,8,19,356,79,53,30,49,361,71,99,50,44,41,1164,727,252,6,6
07,56,3612,11,2270,82,16,20,5,18,12,26,14,12,28,971,303,166,70,102,981,292,256,136,108,124,3425,1862,940,11,12
07,57,3402,11,2118,54,12,20,5,10,2,13,11,27,38,971,235,125,75,87,982,204,223,154,97,112,3036,1744,764,11,11
07,58,2172,7,1237,27,9,11,17,3,20,9,2,1,21,532,189,57,24,56,557,157,123,70,45,66,2050,1150,569,7,8
07,59,1564,5,910,44,7,10,8,13,2,11,8,43,16,367,140,43,86,44,374,116,74,41,42,153,1666,900,508,5,6
07,60,9658,29,4753,192,28,50,28,24,24,41,31,25,69,2134,616,312,128,186,2183,518,558,264,191,263,7810,4422,1987,29,30
