zz,pp,censo,n_mesas,cam_turnout,briceno,uscategui,cote,mosquera,lorduy,gordillo,juvinao,toro,bleidy,borda,pacto_list,cd,verde,liberal,salvacion,sen_pacto,sen_cd,sen_alianza,sen_ahora,sen_salvacion,sen_liberal,pres_turnout,cepeda,abelardo,m_cam,m_pres
10,15,7304,22,3687,187,31,53,40,32,19,39,21,48,70,1196,686,297,179,211,1202,625,434,245,215,252,4675,2010,1643,22,20
10,16,10206,31,5526,405,52,103,61,39,104,73,54,54,117,1485,1334,455,206,368,1490,1176,704,364,372,395,6753,2360,2874,31,27
10,17,3990,12,2298,213,29,44,23,14,18,50,18,25,84,511,620,205,114,203,534,579,286,158,214,156,2699,786,1306,12,11
10,18,9216,28,4715,358,45,48,62,20,22,61,37,36,102,1425,1010,374,156,317,1407,1007,543,376,300,293,5843,2259,2270,28,25
10,19,11675,35,6522,456,60,76,88,34,32,88,36,54,129,1992,1375,505,249,456,1944,1287,747,586,432,482,8806,3564,3394,35,34
10,20,7444,23,3371,191,27,43,52,17,18,35,23,35,52,963,659,243,137,188,953,653,356,452,177,186,4304,1633,1678,23,20
10,21,12961,39,7409,607,87,93,92,34,38,124,60,55,162,1864,1755,624,234,565,1873,1586,864,849,570,427,9704,3221,4130,39,37
10,22,5304,16,3064,328,44,51,43,18,34,72,33,27,72,674,911,290,114,212,679,827,357,223,237,199,3464,982,1633,16,14
10,23,7839,24,4171,284,49,45,70,27,20,73,29,23,64,1289,915,362,143,237,1287,857,537,245,235,248,5194,2076,1965,24,21
10,24,4369,14,2447,159,26,30,45,20,7,37,28,10,63,700,490,247,92,172,700,509,340,151,171,182,2958,1100,1168,14,12
10,25,14180,43,8833,665,104,112,116,96,50,145,63,46,202,2345,2070,736,255,658,2385,1864,1126,676,647,487,11627,4102,4934,43,42
10,26,12143,37,6263,434,59,81,99,43,25,98,44,28,124,1774,1403,526,246,426,1753,1315,769,431,436,440,7671,2769,3255,37,32
10,27,5860,18,3441,318,33,38,54,15,18,74,31,26,77,855,819,361,144,272,868,735,470,225,271,212,3997,1352,1674,18,16
10,28,10638,32,6183,712,76,53,62,52,15,144,56,23,137,1449,1666,664,198,493,1443,1620,840,424,500,376,7078,2150,3182,32,28
10,29,5084,16,2924,271,32,47,56,25,15,58,22,22,67,754,725,273,100,243,752,694,420,182,232,147,3452,1114,1542,16,14
10,30,15873,48,8383,421,68,71,124,33,40,90,67,41,119,2949,1434,711,317,440,2995,1280,1097,508,447,617,10668,4980,3413,48,43
10,31,9834,30,5102,276,37,42,55,28,20,60,30,26,109,1639,883,427,173,341,1623,834,590,392,362,347,6326,2689,2291,30,26
10,32,6984,21,4083,235,39,47,50,25,19,63,36,34,80,1229,792,386,175,283,1200,683,522,253,280,364,4887,1868,1933,21,19
10,33,8562,26,4445,205,52,78,77,44,31,38,22,29,76,1449,893,311,154,257,1471,788,495,329,268,243,5766,2395,2168,26,23
10,34,13059,40,8510,999,71,75,94,52,37,237,101,51,230,1937,2329,931,265,688,1848,2180,1266,589,725,506,9394,2728,4259,40,35
10,35,11298,34,6332,482,58,91,74,38,71,93,43,42,131,1775,1416,486,253,416,1777,1283,817,514,442,413,7823,2853,3193,34,30
10,36,2416,8,1422,152,13,19,23,10,1,24,10,4,44,334,372,124,55,150,326,362,168,111,146,74,1645,473,821,8,7
10,37,10618,32,6154,428,59,66,76,28,43,76,34,49,137,1835,1217,531,228,431,1803,1189,769,450,389,488,8431,3197,3261,32,32
10,38,5462,17,3410,254,43,43,28,13,22,54,18,22,68,951,765,308,148,244,957,694,450,226,266,201,4681,1720,1896,17,17
10,39,5148,16,2943,168,26,34,46,24,5,33,13,16,76,998,585,216,86,205,1014,569,336,193,202,166,3586,1516,1306,16,14
10,40,15261,46,9752,1030,79,100,78,46,44,243,69,52,261,2475,2509,987,319,747,2374,2368,1278,634,784,539,10832,3352,4800,46,40
10,41,6666,20,3615,296,38,36,32,15,17,73,42,14,77,1071,771,293,117,232,1074,740,462,343,248,171,5053,2046,1886,20,20
10,42,15700,48,8260,409,93,109,136,46,25,84,40,64,151,2771,1568,599,252,542,2870,1443,986,488,528,462,10634,4580,3949,48,42
10,43,4515,14,2654,205,25,23,34,10,8,51,24,13,62,741,607,253,82,180,767,564,362,198,185,162,3659,1431,1405,14,14
10,44,1538,5,1006,94,16,11,23,6,9,15,9,2,35,241,289,105,35,98,229,278,120,69,98,66,1171,350,566,5,5
10,45,2886,9,1876,200,76,24,10,26,15,41,17,20,47,380,582,158,63,158,385,569,224,112,151,119,2060,564,1010,9,8
10,46,6297,19,4074,321,39,52,59,17,61,70,30,30,90,1065,984,356,147,264,1042,867,543,318,280,262,4605,1579,1953,19,17
10,47,2008,7,1294,106,10,9,22,7,8,30,9,11,16,377,283,134,48,85,377,254,162,107,88,84,1760,689,657,7,7
10,48,5385,17,3482,329,46,39,34,23,15,99,39,38,84,827,861,363,152,289,804,825,482,235,280,216,3892,1171,1767,17,15
10,49,2149,7,1222,76,4,18,22,5,4,17,1,8,29,344,266,97,59,90,354,239,145,84,82,85,1512,542,637,7,6
10,50,2295,7,1376,108,10,15,31,10,19,19,12,6,27,381,324,125,45,79,379,256,213,93,103,100,1623,585,652,7,7
10,51,2632,8,1590,133,18,29,23,5,14,23,13,14,37,413,337,145,40,127,404,322,218,166,138,78,2308,840,924,8,9
10,52,1562,5,936,63,8,4,14,7,4,13,8,3,19,323,175,76,23,47,320,155,108,98,51,49,1438,612,514,5,5
10,53,2879,9,1720,91,12,21,16,10,7,26,7,10,35,610,290,128,60,110,617,253,210,119,114,89,2766,1244,964,9,10
10,54,11104,34,7568,709,61,56,74,53,23,167,68,44,170,1972,1677,893,196,576,1941,1511,1143,523,572,477,10420,3562,4086,34,35
10,55,16407,50,10083,982,99,107,91,58,39,216,106,45,264,2534,2370,1153,303,779,2524,2154,1520,664,811,619,11855,3889,4928,50,43
10,56,2532,8,1439,81,15,22,13,2,9,15,10,9,31,436,241,116,48,105,444,203,196,95,111,81,2135,897,757,8,8
10,57,9540,29,4333,154,45,64,50,24,9,40,25,18,73,1743,684,278,150,211,1824,590,527,236,214,259,6269,3323,1785,29,27
10,58,13756,42,6544,254,57,90,75,28,36,70,33,26,122,2542,1000,470,201,372,2559,893,773,431,347,360,8570,4373,2538,42,36
10,59,9894,30,6605,643,57,54,49,25,19,127,76,44,155,1753,1485,698,208,498,1740,1391,955,458,522,391,7702,2666,3071,30,26
10,60,2433,8,1558,106,21,17,18,5,8,22,14,6,26,512,319,117,50,102,491,277,220,101,103,104,3187,1260,1223,8,11
10,61,756,3,535,36,6,12,4,5,0,8,3,0,7,175,104,50,15,34,174,97,71,35,35,30,1002,437,377,3,4
10,62,2511,8,1662,126,11,13,17,14,34,19,14,18,38,493,355,132,64,104,471,303,220,123,104,133,2345,892,927,8,8
10,63,1388,5,956,60,8,21,8,8,4,17,8,9,13,292,189,86,30,61,292,165,128,65,60,78,1583,662,580,5,6
10,64,1078,4,690,37,3,10,2,5,0,4,3,4,6,176,116,36,15,39,198,102,66,132,40,36,1148,501,368,4,4
10,65,853,3,585,60,10,8,6,5,1,2,6,6,20,143,134,45,29,50,146,119,70,47,48,40,968,312,458,3,4
10,66,1025,4,540,33,3,29,3,5,3,3,3,3,14,185,116,33,21,36,179,80,68,39,47,34,861,358,327,4,4
10,67,15250,46,8805,609,101,93,75,63,44,146,71,54,226,2704,1724,758,281,634,2639,1549,1233,613,645,528,10813,4345,3886,46,40
10,68,4029,13,3144,393,35,17,30,21,15,73,33,25,64,701,822,306,131,220,673,761,449,262,257,208,4451,1362,1965,13,14
10,69,1647,5,1052,80,12,12,13,1,3,11,7,10,26,293,209,92,40,71,312,194,153,85,73,54,1254,458,492,5,5
10,70,1252,4,893,60,6,7,8,4,7,11,4,6,8,301,167,74,26,53,281,146,116,85,55,56,1530,623,553,4,5
10,71,365,2,220,10,1,4,2,0,2,1,2,1,4,88,35,16,4,9,87,34,23,9,13,12,388,192,122,2,2
10,72,1352,5,938,51,5,8,13,9,5,19,9,3,12,284,171,99,31,54,297,143,143,72,66,47,1702,701,586,5,6
10,73,1651,5,1224,89,17,9,47,3,2,25,16,5,23,308,256,133,31,85,318,188,174,131,101,60,2175,838,782,5,7
10,74,2520,8,1586,128,16,23,10,11,14,29,5,7,46,454,362,122,47,153,447,315,188,110,145,92,1869,667,787,8,7
10,75,983,3,560,25,3,5,2,3,2,6,3,6,4,197,86,35,21,26,187,72,56,47,32,53,672,318,223,3,3
10,76,3713,12,2180,106,14,24,19,12,20,21,4,10,39,811,355,155,59,121,789,301,251,153,128,146,2681,1248,905,12,10
10,77,1333,4,940,55,7,11,6,4,4,15,6,10,17,298,171,80,32,59,287,149,113,67,46,49,1515,645,546,4,5
10,78,1180,4,693,29,10,10,0,4,4,14,6,4,12,271,102,62,16,34,262,94,108,53,33,29,879,422,258,4,4
10,79,2316,7,1380,94,12,17,9,10,6,28,10,7,30,475,252,112,40,74,463,216,190,124,74,80,1662,694,540,7,7
10,80,2178,7,1223,81,14,9,8,3,3,20,7,8,33,380,227,108,33,95,376,207,193,99,76,71,1955,808,671,7,7
10,81,5364,17,3546,235,29,39,37,13,18,43,28,16,87,1107,652,310,108,262,1090,589,471,276,267,230,5682,2289,2058,17,19
10,82,2025,7,1334,52,14,14,10,7,9,13,5,4,25,500,225,72,34,77,502,203,140,114,87,81,3172,1541,1021,7,11
10,83,2057,7,1067,36,7,12,11,4,7,10,15,8,26,399,152,77,36,60,412,124,140,78,69,57,2892,1409,934,7,11
10,84,2633,8,1732,101,22,16,18,11,15,16,11,13,50,551,299,119,77,146,551,288,200,155,130,142,3983,1684,1533,8,13
10,85,6792,21,3935,288,48,34,25,33,23,78,46,27,87,1083,807,383,153,246,1096,691,543,361,244,308,7626,2924,2799,21,27
10,86,1452,5,948,85,11,36,7,4,9,11,8,5,17,278,230,84,46,55,265,177,144,73,63,74,1824,689,700,5,7
10,87,1056,4,700,50,5,7,8,5,3,8,1,5,17,184,134,49,21,57,182,115,102,63,57,47,1234,435,507,4,4
10,88,1067,4,802,109,10,7,6,3,3,24,13,4,17,183,223,90,31,48,182,178,129,61,70,57,1671,485,745,4,6
10,89,654,2,511,21,6,6,22,2,3,4,2,11,12,144,95,31,29,39,133,66,45,29,36,144,1235,539,497,2,4
10,90,456,2,367,37,2,1,3,0,1,12,2,3,11,94,62,44,12,36,93,58,53,21,41,24,781,270,304,2,3
10,91,806,3,604,26,0,8,3,23,3,1,1,8,18,193,123,45,24,49,203,102,81,34,41,38,1771,757,664,3,6
10,92,206,1,157,5,0,3,0,1,0,2,0,0,0,68,22,7,5,3,69,18,10,18,6,7,511,252,173,1,2
10,93,594,2,453,16,4,1,6,2,3,7,0,3,17,167,67,31,15,33,165,73,55,32,27,24,1429,693,490,2,5
10,94,2757,9,2322,224,14,24,23,23,13,45,15,2,67,541,564,241,63,203,513,524,329,145,216,154,4782,1429,2211,9,15
10,95,2964,9,2291,197,29,16,15,13,9,35,20,17,53,670,477,218,59,184,693,425,311,163,197,144,6463,2476,2594,9,20
10,96,954,3,670,40,3,7,12,7,6,10,1,0,10,235,122,37,24,54,247,104,73,56,60,37,2463,1180,862,3,8
10,97,407,2,328,12,5,2,5,1,3,6,0,1,7,116,58,26,11,23,119,52,41,25,22,19,945,373,401,2,3
10,98,682,3,530,36,1,4,3,4,1,16,6,2,7,174,90,74,14,28,174,91,88,43,27,32,1227,474,457,3,4
11,01,29040,87,13096,1067,174,125,132,56,70,210,82,124,306,3557,3201,1130,536,1006,3581,3062,1588,728,1063,801,16532,5731,7114,87,76
11,02,9888,30,4165,225,47,47,81,21,16,45,18,27,79,1273,918,287,182,253,1315,918,399,220,233,258,5529,2170,2184,30,26
11,03,7778,24,3977,193,46,44,66,21,28,40,25,32,60,1134,889,280,171,224,1171,851,437,259,198,255,5092,1888,2035,24,21
11,04,19740,60,8565,323,72,88,110,47,40,88,37,52,130,3260,1383,572,273,407,3327,1297,931,526,379,454,11868,5796,3777,60,53
11,05,14371,44,7582,383,82,82,113,55,32,107,58,68,127,2304,1515,692,302,472,2328,1450,937,477,487,474,9584,3681,3791,44,39
11,06,12119,37,5990,282,71,46,63,29,19,78,35,79,86,2008,1118,471,273,337,2019,1063,676,341,312,416,7882,3384,2786,37,33
11,07,4065,13,1919,129,19,43,27,6,7,30,8,28,34,520,466,158,85,110,517,453,214,99,130,197,2474,918,1057,13,11
11,08,12705,39,7582,1294,195,48,76,50,29,198,55,45,211,1244,2951,652,229,715,1211,2856,812,561,789,358,8391,1728,4717,39,33
11,09,7302,22,4127,503,102,39,57,33,28,80,41,25,99,763,1338,374,128,373,731,1294,488,250,415,208,4796,1179,2513,22,20
11,10,6422,20,3264,323,43,34,37,18,24,72,20,17,79,706,928,309,115,299,708,887,438,202,308,194,4131,1151,2047,20,17
11,11,17811,54,10604,2404,290,75,92,57,40,290,87,34,228,1459,4741,839,278,848,1403,4697,1074,793,1016,462,14685,2646,8260,54,56
11,12,9867,30,5843,1220,109,40,42,40,24,195,58,36,139,841,2376,545,153,497,811,2265,704,408,552,310,6387,1295,3526,30,26
11,13,7293,22,4511,1046,128,29,25,25,23,159,41,16,96,482,2083,397,117,367,451,2074,490,329,447,199,4837,737,2828,22,19
11,14,2872,9,1283,81,12,8,12,3,2,12,9,6,16,426,247,93,45,71,412,240,172,119,76,70,2039,878,722,9,9
11,15,8964,27,4351,439,65,34,111,40,33,74,29,44,95,958,1321,368,168,327,962,1265,530,278,326,269,5348,1536,2578,27,24
11,16,6500,20,3438,505,71,20,54,20,13,84,26,20,80,608,1213,280,92,270,586,1192,393,351,277,174,3996,898,2069,20,17
11,17,12141,37,7979,2297,243,37,56,58,31,242,53,47,203,583,4282,583,212,658,553,4361,673,552,826,260,8336,852,5385,37,32
11,18,11137,34,8042,1709,185,39,47,38,29,300,126,21,148,953,3234,864,206,597,882,3190,995,778,701,384,10257,1642,5476,34,35
11,19,7026,22,4107,806,73,25,21,17,12,133,30,9,83,660,1603,386,101,324,620,1551,494,311,360,173,4432,926,2365,22,18
11,20,7195,22,4493,1152,141,20,21,32,17,139,22,10,125,429,2190,355,121,387,398,2172,403,334,473,191,4715,615,2872,22,19
11,21,7716,24,4455,540,56,34,32,20,21,102,41,63,89,963,1364,420,193,332,944,1308,587,281,359,260,5222,1491,2565,24,20
11,22,10534,32,5902,516,68,60,42,43,23,89,40,76,138,1466,1492,446,246,494,1482,1498,637,389,492,363,7201,2278,3289,32,28
11,23,6776,21,3927,445,64,28,34,35,17,90,24,34,82,753,1189,356,145,321,733,1141,481,316,310,223,4579,1126,2396,21,18
11,24,7788,24,4845,948,124,33,51,27,27,132,50,29,134,666,1915,430,116,408,662,1826,542,410,485,210,5740,1139,3033,24,22
11,25,12877,39,5902,226,36,52,54,28,26,57,27,86,97,2148,961,465,259,346,2199,856,754,294,315,391,7975,3750,2625,39,35
11,26,15129,46,8005,604,72,70,60,45,43,123,52,58,200,2334,1786,706,309,643,2335,1698,1007,516,631,460,9526,3481,3980,46,39
11,27,15919,48,10321,2592,296,56,71,66,53,373,75,39,280,964,5032,841,263,988,918,4963,1065,644,1139,395,10882,1363,6838,48,41
11,28,12374,38,8266,1720,158,54,69,54,36,260,79,34,232,1083,3470,755,191,797,1038,3364,970,542,917,329,11576,2004,6695,38,41
11,29,7260,22,4745,913,71,40,50,18,24,110,45,19,125,771,1907,400,128,433,743,1801,535,314,494,205,5020,1032,2807,22,19
11,30,7276,22,3871,165,33,37,53,21,14,31,20,53,56,1300,730,255,228,224,1307,712,421,228,206,290,5019,2172,1814,22,20
11,31,15495,47,8173,427,64,105,85,27,55,113,39,74,161,2624,1584,659,308,486,2700,1527,1011,514,515,488,10555,4341,3977,47,41
11,32,11919,36,6454,249,53,70,51,39,27,62,47,62,109,2353,1023,517,260,381,2425,996,764,413,375,370,9676,4560,3146,36,36
11,33,3097,10,1641,66,18,8,50,14,6,13,1,2,27,539,329,77,49,77,571,281,128,119,75,105,2200,987,771,10,9
11,34,4923,15,2749,176,30,21,24,15,16,53,23,18,49,760,624,241,100,191,749,593,320,182,166,182,3378,1196,1397,15,14
11,35,13203,40,6718,376,49,64,66,26,38,74,41,56,114,2417,1241,535,227,402,2417,1126,810,341,405,398,8604,3957,3010,40,35
11,36,9926,30,4789,150,50,41,43,19,22,43,14,24,56,1715,772,308,155,200,1774,766,525,285,208,238,6445,2994,2090,30,27
11,37,1141,4,635,168,16,6,6,4,4,14,5,2,14,53,338,37,8,64,51,339,52,33,72,18,719,104,457,4,3
11,38,1771,6,1192,397,36,6,4,6,9,36,7,1,22,49,724,70,19,86,48,702,85,76,127,30,1232,95,842,6,5
11,39,9275,28,5579,563,66,50,51,49,31,126,63,68,136,1133,1427,515,218,487,1151,1327,753,581,502,363,7702,2263,3474,28,28
11,40,10915,33,5927,444,62,59,56,23,14,98,48,43,147,1802,1181,563,178,460,1806,1077,841,441,456,328,7271,2936,2629,33,29
11,41,10770,33,5779,343,53,68,56,27,15,89,46,64,115,1838,1065,523,225,387,1885,978,760,397,395,359,7231,3070,2535,33,29
11,42,1658,5,878,66,7,6,12,1,4,10,3,5,24,305,181,63,30,60,299,183,89,50,61,62,1099,477,393,5,5
11,43,1315,4,673,46,8,4,0,5,4,11,6,12,24,197,122,57,29,57,201,113,83,58,60,43,834,352,313,4,4
11,44,6936,21,4021,346,40,41,33,19,22,100,47,36,113,1111,914,390,138,319,1114,845,542,251,330,238,4716,1788,1842,21,18
11,45,6800,21,4069,350,39,43,28,18,27,65,30,33,92,1120,939,343,136,315,1094,851,511,274,333,254,4849,1777,1937,21,18
11,46,4448,14,1958,91,22,18,29,19,9,23,10,8,31,766,341,108,58,117,796,291,186,119,114,94,3799,2015,1188,14,16
11,47,10563,32,4661,158,27,33,49,23,21,38,25,17,61,2036,633,261,146,203,2097,522,452,227,206,271,6560,3699,1730,32,29
11,48,6016,19,3006,97,23,34,29,9,9,26,15,12,37,1235,417,143,80,130,1252,379,289,234,124,154,4513,2375,1323,19,18
11,49,7874,24,4212,145,31,37,34,14,15,38,21,34,78,1757,601,267,125,249,1738,568,467,206,246,252,6333,3227,2022,24,24
11,50,8954,27,4421,175,40,41,28,17,32,52,26,27,72,1772,691,283,117,229,1855,641,445,238,254,241,6865,3623,2068,27,27
11,51,11173,34,5490,172,33,40,28,24,25,58,16,41,81,2397,690,377,182,255,2430,605,674,271,257,317,7942,4385,2139,34,32
11,52,8133,25,4244,182,49,38,17,23,11,50,35,41,78,1620,654,351,165,258,1604,584,589,228,243,250,5312,2584,1663,25,22
11,53,14435,44,9090,585,89,80,51,52,34,151,78,53,213,3044,1629,891,280,651,3010,1516,1192,566,617,516,10882,4682,3671,44,39
11,54,14666,44,7213,243,55,60,32,19,25,72,33,37,106,3061,957,501,223,374,3181,884,838,365,346,384,9726,5245,2693,44,40
11,55,3920,12,2791,683,68,11,15,17,12,94,36,24,57,263,1260,278,82,208,232,1219,319,237,271,133,2978,395,1736,12,11
11,56,17403,53,11161,2170,240,79,87,52,44,323,184,45,245,1547,4209,1120,258,859,1460,4141,1413,947,1076,521,12489,2395,6363,53,45
11,57,17756,54,12545,2623,298,102,89,82,59,326,135,76,295,1392,5154,1087,357,1097,1342,4961,1392,1154,1292,572,18554,2957,10693,54,61
11,58,16428,50,10794,2330,234,79,73,56,43,297,150,40,273,1174,4539,1034,261,943,1090,4206,1350,894,1068,557,12058,1806,6819,50,43
11,59,6609,20,4895,1103,112,22,41,30,26,163,32,24,119,497,2214,412,128,470,470,2121,534,321,496,231,5296,732,3246,20,18
11,60,7912,24,5319,1035,119,39,38,38,25,179,70,26,150,703,2071,550,152,499,679,1946,721,364,566,247,5754,940,3224,24,21
11,61,5884,18,3962,512,76,28,21,24,27,79,32,32,112,714,1239,358,108,386,690,1149,556,286,386,198,4942,1147,2583,18,17
11,62,8502,26,5606,929,87,43,39,31,19,147,66,25,110,938,2056,518,145,500,886,1968,685,439,566,262,6215,1294,3324,26,22
11,63,2682,9,1231,39,7,4,6,5,5,3,6,9,20,489,163,60,50,69,507,163,145,69,61,74,1671,863,512,9,8
11,64,3799,12,1619,39,12,10,11,5,3,12,3,6,17,705,207,99,41,57,736,210,178,72,44,80,2245,1275,588,12,11
11,65,2284,7,1065,32,14,7,6,5,5,12,6,1,13,431,166,56,36,41,457,166,113,40,38,52,1400,728,449,7,7
11,66,5785,18,3852,265,27,18,38,21,16,64,29,33,84,1185,737,325,120,296,1178,673,496,288,295,239,5284,2064,2035,18,18
11,67,2228,7,1115,89,5,18,7,4,5,15,8,7,23,349,222,83,37,79,348,214,124,92,84,59,2390,1006,883,7,9
11,68,446,2,164,19,1,2,2,2,1,1,0,0,3,60,41,9,4,4,66,34,15,8,1,13,237,121,65,2,2
11,69,1602,5,872,26,8,8,20,10,3,6,3,3,11,367,142,41,23,37,383,105,75,45,39,55,1615,900,442,5,6
11,70,8945,27,6010,560,60,56,52,29,33,99,51,35,164,1554,1295,559,179,510,1524,1215,899,497,492,305,7094,2396,2956,27,24
11,71,3525,11,1965,97,9,23,11,10,12,20,14,22,35,759,297,155,76,84,766,255,226,91,108,117,2543,1269,822,11,10
11,72,2006,7,964,31,8,8,7,7,4,7,8,4,13,401,117,77,31,37,387,102,123,56,36,62,1274,661,354,7,6
11,73,2157,7,1068,23,5,5,7,3,7,12,2,8,8,433,130,67,42,51,438,122,124,55,47,62,2301,1238,709,7,9
11,74,7479,23,5669,1001,88,37,26,40,27,171,75,37,121,828,1945,587,172,458,765,1798,811,492,511,302,7860,1692,3840,23,25
11,75,2068,7,1626,365,29,12,8,14,5,48,30,8,30,177,688,174,38,89,171,623,223,158,130,87,2363,404,1156,7,8
11,76,6498,20,5080,858,78,31,32,22,30,144,79,29,125,712,1672,513,124,485,686,1511,719,460,521,272,6509,1324,3282,20,21
11,77,1976,6,1343,227,25,8,7,13,10,48,19,2,28,188,460,131,45,101,175,445,185,119,113,96,1486,288,712,6,6
11,78,17463,53,11251,2133,229,87,80,75,67,286,149,62,273,1469,4319,1070,314,938,1431,4035,1462,925,1128,551,12779,2273,6763,53,45
11,79,10864,33,8165,1487,166,63,62,54,40,205,91,44,193,1039,3118,751,218,742,1019,2894,1006,730,799,403,12775,2211,7069,33,41
11,80,5092,16,3811,849,78,24,22,26,15,94,47,13,109,442,1618,319,81,343,396,1566,446,332,405,156,5235,763,3017,16,17
11,81,4355,14,3070,496,52,17,25,18,21,74,31,11,76,503,1037,295,95,268,498,997,439,255,258,167,4096,879,2105,14,14
11,82,806,3,538,74,10,4,7,5,3,7,5,6,18,97,173,49,18,55,97,148,69,55,61,34,812,208,406,3,3
11,83,1560,5,1224,215,17,7,7,4,2,24,13,8,36,218,396,109,30,105,201,348,159,115,128,48,1992,467,1027,5,7
11,84,3862,12,2732,305,29,17,18,24,22,63,26,17,60,627,698,260,91,216,597,648,387,258,228,174,4631,1371,2107,12,15
11,85,6531,20,4787,637,62,29,34,28,28,105,60,34,112,993,1395,459,139,418,945,1242,680,397,483,213,6221,1679,2848,20,21
11,86,11997,36,7828,1162,120,46,39,44,32,220,117,28,244,1519,2433,801,216,712,1477,2325,1086,592,766,401,12674,3265,6121,36,43
11,87,2918,9,1390,59,9,4,9,8,6,6,5,9,11,594,203,87,48,64,607,188,142,61,60,85,2379,1268,664,9,10
11,88,4682,15,1832,34,14,11,13,1,9,13,13,10,21,910,171,89,52,59,931,153,182,109,54,95,3281,1993,771,15,15
11,89,19542,59,9782,678,121,89,55,32,42,153,77,42,188,3182,1917,768,276,677,3254,1724,1200,673,704,505,12994,5668,4498,59,52
11,90,3714,12,1836,76,21,22,16,9,6,14,12,12,33,679,305,88,72,127,699,279,190,129,117,117,3640,1705,1219,12,14
11,91,4945,15,3039,218,28,37,18,9,8,60,16,28,70,974,573,242,90,247,1029,531,355,220,257,161,5923,2443,2251,15,20
11,92,5389,17,2189,48,21,11,13,16,13,24,13,7,23,986,252,126,63,108,979,235,226,111,96,126,3761,2177,990,17,17
11,93,579,2,369,13,2,5,6,3,2,8,0,3,5,167,52,26,9,19,155,42,56,20,15,14,672,350,193,2,3
11,94,4221,13,2406,108,26,20,17,10,5,19,13,12,46,920,404,194,54,135,922,350,300,137,133,151,4206,2046,1394,13,15
11,95,16441,50,9127,603,85,84,55,39,34,128,90,63,237,2930,1750,814,262,741,2905,1650,1243,513,743,531,11759,4887,4308,50,44
11,96,2232,7,1427,86,18,8,11,14,7,18,5,8,25,500,266,110,46,95,498,224,172,87,99,74,2296,1045,787,7,8
11,97,1766,6,741,22,4,0,0,3,4,8,5,1,11,335,97,43,12,38,353,92,88,35,30,33,1833,1074,525,6,8
11,98,1494,5,899,55,11,10,2,5,9,11,7,7,19,340,151,75,34,53,348,121,102,46,59,44,1176,570,378,5,5
11,99,4234,13,2797,176,31,29,22,14,12,36,23,22,67,880,526,228,91,210,894,479,350,196,204,178,5579,2323,2021,13,18
11,A1,1969,6,1209,83,10,12,15,2,13,12,5,3,27,414,251,77,33,93,407,235,145,79,87,67,3457,1408,1347,6,12
11,A2,2562,8,1991,339,46,14,13,10,16,47,27,8,48,277,671,186,46,196,266,627,232,219,232,109,2774,576,1480,8,9
11,A3,1806,6,1189,341,34,15,7,11,8,32,3,2,32,95,658,60,16,91,96,623,85,62,132,28,1867,247,1215,6,7
11,A4,1574,5,1151,217,26,6,12,7,12,36,12,17,28,140,426,117,49,94,134,423,143,118,90,92,1397,236,695,5,5
11,A5,710,3,568,48,10,1,8,3,1,11,4,2,14,135,132,64,19,50,138,112,82,42,53,27,1056,378,423,3,4
11,A6,443,2,297,13,4,7,1,1,2,4,1,3,3,90,59,15,16,12,99,52,24,19,14,24,515,221,176,2,2
11,A7,1071,4,672,21,4,6,4,0,1,2,3,9,8,286,91,34,27,36,298,93,61,46,38,37,2250,1120,755,4,8
11,A8,988,3,662,50,4,1,3,7,4,11,8,1,9,245,118,54,13,42,243,111,81,59,37,25,1980,893,701,3,7
11,A9,2672,8,1995,138,30,20,32,11,8,41,16,14,59,560,434,158,66,191,569,397,265,181,193,112,6264,2224,2686,8,20
11,B1,1250,4,943,49,10,7,10,7,4,16,7,0,18,255,163,71,115,61,276,155,128,55,57,143,2499,1054,986,4,8
11,B2,533,2,381,12,5,6,1,0,1,3,3,1,21,160,37,27,9,36,161,31,41,24,30,24,1478,732,502,2,5
11,B3,709,3,467,13,3,3,4,2,1,3,1,3,11,165,65,21,19,30,165,68,30,56,26,32,1112,550,372,3,4
11,B4,569,2,369,4,2,1,4,1,2,1,1,2,1,166,46,16,22,17,166,32,34,28,15,22,1397,761,412,2,5
11,B5,2064,7,1651,128,20,16,12,6,9,18,11,6,62,458,335,139,55,173,454,319,228,94,180,87,3766,1330,1628,7,12
11,B6,552,2,401,13,3,4,5,0,3,4,1,21,6,129,64,30,39,24,131,66,49,23,21,40,1053,497,346,2,4
12,01,7649,23,4246,856,119,21,32,25,18,106,33,25,147,539,1666,315,113,527,526,1610,438,232,634,190,4651,804,2793,23,20
12,02,7918,24,4022,490,76,23,18,15,19,79,36,14,86,830,1188,422,119,310,820,1186,549,247,340,237,4816,1357,2312,24,21
12,03,2514,8,1359,169,29,13,7,12,3,20,8,3,27,324,416,123,38,100,312,371,189,81,123,75,1631,706,543,8,7
12,04,6392,20,3218,252,26,31,20,21,63,43,24,23,62,753,810,225,145,259,748,745,305,128,238,277,4015,1288,1952,20,17
12,05,4889,15,2967,532,67,23,19,17,13,83,30,13,55,536,1061,244,89,218,511,981,343,285,250,145,3488,862,1683,15,14
12,06,8481,26,4743,612,68,36,30,39,18,99,27,62,142,962,1457,406,204,441,920,1420,557,364,442,296,5326,1389,2632,26,22
